date,total_seedless_lb,mx_seedless_lb,colombia_seedless_lb,peru_seedless_lb,truck_seedless_lb,boat_seedless_lb,organic_seedless_lb,pharr_seedless_lb
2019-03-30,277200,277200,0,0,277200,0,0,0
2019-03-31,534926,534926,0,0,534926,0,0,210751
2019-04-01,3147174,3147174,0,0,3147174,0,0,2154770
2019-04-02,312442,312442,0,0,312442,0,0,0
2019-04-03,1687347,1687347,0,0,1687347,0,0,1314656
2019-04-04,352477,352477,0,0,352477,0,0,0
2019-04-05,385920,385920,0,0,385920,0,0,0
2019-04-06,1976216,1976216,0,0,1976216,0,0,1881176
2019-04-07,209132,209132,0,0,209132,0,0,0
2019-04-08,597054,597054,0,0,597054,0,0,0
2019-04-09,575415,575415,0,0,575415,0,0,0
2019-04-10,477052,477052,0,0,477052,0,0,0
2019-04-11,1471217,1471217,0,0,1471217,0,0,1231320
2019-04-12,2959807,2959807,0,0,2959807,0,0,2357236
2019-04-13,2544579,2544579,0,0,2544579,0,0,2259420
2019-04-14,2542241,2542241,0,0,2542241,0,0,2425931
2019-04-15,4743573,4743573,0,0,4743573,0,0,3379290
2019-04-16,3487642,3487642,0,0,3487642,0,0,3184434
2019-04-17,3335570,3335570,0,0,3335570,0,0,2260488
2019-04-18,454638,454638,0,0,454638,0,0,0
2019-04-19,2831495,2831495,0,0,2831495,0,0,1858089
2019-04-20,3528283,3528283,0,0,3528283,0,0,2982912
2019-04-21,211820,211820,0,0,211820,0,0,0
2019-04-22,3528668,3528668,0,0,3528668,0,0,3032748
2019-04-23,1698697,1698697,0,0,1698697,0,0,1284342
2019-04-24,2208941,2208941,0,0,2208941,0,0,1424124
2019-04-25,3309581,3309581,0,0,3309581,0,0,2703444
2019-04-26,4402569,4402569,0,0,4402569,0,0,3053591
2019-04-27,3892921,3892921,0,0,3892921,0,0,3171775
2019-04-28,860275,860275,0,0,860275,0,0,771107
2019-04-29,1276972,1276972,0,0,1276972,0,0,0
2019-04-30,3075318,3075318,0,0,3075318,0,0,2975526
2019-05-01,370625,370625,0,0,370625,0,0,0
2019-05-02,859135,859135,0,0,859135,0,0,0
2019-05-03,165109,165109,0,0,165109,0,0,0
2019-05-04,3890082,3890082,0,0,3890082,0,0,3343648
2019-05-05,2334145,2334145,0,0,2334145,0,0,2334145
2019-05-06,114396,114396,0,0,114396,0,0,0
2019-05-07,351120,351120,0,0,351120,0,0,0
2019-05-08,2459372,2459372,0,0,2459372,0,0,1954916
2019-05-09,4018275,4018275,0,0,4018275,0,0,3562529
2019-05-10,4862026,4862026,0,0,4862026,0,0,3589865
2019-05-11,3604924,3604924,0,0,3604924,0,0,2835675
2019-05-12,2200035,2200035,0,0,2200035,0,0,2028763
2019-05-13,501505,501505,0,0,501505,0,0,0
2019-05-14,482334,482334,0,0,482334,0,0,0
2019-05-15,530734,530734,0,0,530734,0,0,0
2019-05-16,218990,218990,0,0,218990,0,0,0
2019-05-17,321515,321515,0,0,321515,0,0,0
2019-05-18,6073428,6073428,0,0,6073428,0,0,5633758
2019-05-19,564566,564566,0,0,564566,0,0,177813
2019-05-20,5701281,5701281,0,0,5701281,0,0,4680826
2019-05-21,702359,702359,0,0,702359,0,0,0
2019-05-22,2722982,2722982,0,0,2722982,0,0,2065215
2019-05-23,653013,653013,0,0,653013,0,0,0
2019-05-24,575889,575889,0,0,575889,0,0,0
2019-05-25,551615,551615,0,0,551615,0,0,0
2019-05-26,224033,224033,0,0,224033,0,0,0
2019-05-27,1101830,1101830,0,0,1101830,0,0,0
2019-05-28,261835,261835,0,0,261835,0,0,0
2019-05-29,532855,532855,0,0,532855,0,0,0
2019-05-30,701037,701037,0,0,701037,0,0,0
2019-05-31,1040016,1040016,0,0,1040016,0,0,0
2019-06-01,828788,828788,0,0,828788,0,0,0
2019-06-02,2461105,2461105,0,0,2461105,0,0,2170938
2019-06-03,5245553,5245553,0,0,5245553,0,0,4132491
2019-06-04,962583,962583,0,0,962583,0,0,668419
2019-06-05,1139523,1139523,0,0,1139523,0,0,755799
2019-06-06,2326740,2326740,0,0,2326740,0,0,1756753
2019-06-07,4449784,4449784,0,0,4449784,0,0,3327494
2019-06-08,3870408,3870408,0,0,3870408,0,0,3437762
2019-06-09,3236024,3236024,0,0,3236024,0,0,2837085
2019-06-10,6917687,6917687,0,0,6917687,0,0,5219104
2019-06-11,3325135,3325135,0,0,3325135,0,0,2797274
2019-06-12,5036438,5036438,0,0,5036438,0,0,3476536
2019-06-13,5254711,5254711,0,0,5254711,0,0,4118600
2019-06-14,6510535,6510535,0,0,6510535,0,0,5179346
2019-06-15,4224399,4224399,0,0,4224399,0,0,3533451
2019-06-16,2625179,2625179,0,0,2625179,0,0,2155406
2019-06-17,7263973,7263973,0,0,7263973,0,0,5522101
2019-06-18,3287302,3287302,0,0,3287302,0,0,2422233
2019-06-19,3264254,3264254,0,0,3264254,0,0,2506937
2019-06-20,4093432,4093432,0,0,4093432,0,0,3104070
2019-06-21,5354709,5354709,0,0,5354709,0,0,4398842
2019-06-22,3415980,3415980,0,0,3415980,0,0,3126161
2019-06-23,1859906,1859906,0,0,1859906,0,0,1428561
2019-06-24,6655623,6655623,0,0,6655623,0,0,5163424
2019-06-25,2507880,2507880,0,0,2507880,0,0,1914191
2019-06-26,2857413,2857413,0,0,2857413,0,0,1892889
2019-06-27,4385102,4385102,0,0,4385102,0,0,3148409
2019-06-28,4370272,4370272,0,0,4370272,0,0,3665167
2019-06-29,3609674,3609674,0,0,3609674,0,0,3141356
2019-06-30,2201428,2201428,0,0,2201428,0,0,1736284
2019-07-01,5374611,5374611,0,0,5374611,0,0,4383198
2019-07-02,1746940,1746940,0,0,1746940,0,0,1377079
2019-07-03,2910766,2910766,0,0,2910766,0,0,2498296
2019-07-04,2214304,2214304,0,0,2214304,0,0,1713516
2019-07-05,5417904,5417904,0,0,5417904,0,0,4561044
2019-07-06,1081080,1081080,0,0,1081080,0,0,619852
2019-07-07,1156230,1156230,0,0,1156230,0,0,621256
2019-07-08,5298521,5298521,0,0,5298521,0,0,4365743
2019-07-09,1919951,1919951,0,0,1919951,0,0,1451881
2019-07-10,2198217,2198217,0,0,2198217,0,0,1737364
2019-07-11,4141949,4141949,0,0,4141949,0,0,3338467
2019-07-12,4950812,4950812,0,0,4950812,0,0,3883724
2019-07-13,3584436,3584436,0,0,3584436,0,0,2745347
2019-07-14,544153,544153,0,0,544153,0,0,181443
2019-07-15,6354975,6354975,0,0,6354975,0,0,5146137
2019-07-16,1217839,1217839,0,0,1217839,0,0,782760
2019-07-17,2156320,2156320,0,0,2156320,0,0,2109275
2019-07-18,4398878,4398878,0,0,4398878,0,0,3645891
2019-07-19,4714263,4714263,0,0,4714263,0,0,4131013
2019-07-20,4000917,4000917,0,0,4000917,0,0,3454151
2019-07-21,2832386,2832386,0,0,2832386,0,0,2451861
2019-07-22,7003445,7003445,0,0,7003445,0,0,6131387
2019-07-23,2166154,2166154,0,0,2166154,0,0,1759492
2019-07-24,2699393,2699393,0,0,2699393,0,0,1940866
2019-07-25,4985387,4985387,0,0,4985387,0,0,4388318
2019-07-26,4784931,4784931,0,0,4784931,0,0,4049463
2019-07-27,4626105,4626105,0,0,4626105,0,0,3823793
2019-07-28,2605477,2605477,0,0,2605477,0,0,2208613
2019-07-29,6961520,6961520,0,0,6961520,0,0,5249172
2019-07-30,2107158,2107158,0,0,2107158,0,0,1835601
2019-07-31,2216411,2216411,0,0,2216411,0,0,1596721
2019-08-01,4263199,4263199,0,0,4263199,0,0,3352386
2019-08-02,5570532,5570532,0,0,5570532,0,0,4457906
2019-08-03,4147270,4147270,0,0,4147270,0,0,3486181
2019-08-04,3232753,3232753,0,0,3232753,0,0,2869476
2019-08-05,6535826,6535826,0,0,6535826,0,0,5486838
2019-08-06,2325553,2325553,0,0,2325553,0,0,1916497
2019-08-07,2337165,2337165,0,0,2337165,0,0,1929736
2019-08-08,4208929,4208929,0,0,4208929,0,0,3507272
2019-08-09,3733215,3733215,0,0,3733215,0,0,3010143
2019-08-10,3495514,3495514,0,0,3495514,0,0,2713293
2019-08-11,2966607,2966607,0,0,2966607,0,0,2598468
2019-08-12,5289751,5289751,0,0,5289751,0,0,4634703
2019-08-13,1739793,1739793,0,0,1739793,0,0,1086144
2019-08-14,2464559,2464559,0,0,2464559,0,0,1767335
2019-08-15,3631806,3631806,0,0,3631806,0,0,2746469
2019-08-16,4501099,4501099,0,0,4501099,0,0,3775761
2019-08-17,465439,465439,0,0,465439,0,0,0
2019-08-18,3406717,3406717,0,0,3406717,0,0,2876695
2019-08-19,4465348,4465348,0,0,4465348,0,0,3213273
2019-08-20,1426909,1426909,0,0,1426909,0,0,1014446
2019-08-21,2093180,2093180,0,0,2093180,0,0,1423096
2019-08-22,3390184,3390184,0,0,3390184,0,0,2413474
2019-08-23,4507677,4507677,0,0,4507677,0,0,3959052
2019-08-24,3752982,3752982,0,0,3752982,0,0,3139785
2019-08-25,2170916,2170916,0,0,2170916,0,0,1848341
2019-08-26,5611985,5611985,0,0,5611985,0,0,4492481
2019-08-27,1293423,1293423,0,0,1293423,0,0,581445
2019-08-28,1717644,1717644,0,0,1717644,0,0,1143538
2019-08-29,4990903,4990903,0,0,4990903,0,0,3798729
2019-08-30,4376511,4376511,0,0,4376511,0,0,3384610
2019-08-31,4343572,4343572,0,0,4343572,0,0,3529852
2019-09-01,4171425,4171425,0,0,4171425,0,0,3923678
2019-09-02,5793613,5793613,0,0,5793613,0,0,5029981
2019-09-03,3150715,3150715,0,0,3150715,0,0,1914924
2019-09-04,2790783,2790783,0,0,2790783,0,0,2090939
2019-09-05,4485332,4485332,0,0,4485332,0,0,3542152
2019-09-06,5075238,5075238,0,0,5075238,0,0,4177362
2019-09-07,3922708,3922708,0,0,3922708,0,0,3191514
2019-09-08,2718153,2718153,0,0,2718153,0,0,2536919
2019-09-09,5711708,5711708,0,0,5711708,0,0,4501332
2019-09-10,1897233,1897233,0,0,1897233,0,0,1231626
2019-09-11,1970511,1970511,0,0,1970511,0,0,1190413
2019-09-12,2516125,2516125,0,0,2516125,0,0,2036985
2019-09-13,4653576,4653576,0,0,4653576,0,0,4161460
2019-09-14,2514820,2514820,0,0,2514820,0,0,2042267
2019-09-15,2164468,2164468,0,0,2164468,0,0,1999844
2019-09-16,2949158,2949158,0,0,2949158,0,0,2236186
2019-09-17,1531681,1531681,0,0,1531681,0,0,1174206
2019-09-18,932947,932947,0,0,932947,0,0,706114
2019-09-19,3334909,3334909,0,0,3334909,0,0,2733656
2019-09-20,5003343,5003343,0,0,5003343,0,0,4269557
2019-09-21,3852592,3852592,0,0,3852592,0,0,3124242
2019-09-22,2427047,2427047,0,0,2427047,0,0,2137670
2019-09-23,6104724,6104724,0,0,6104724,0,0,4813384
2019-09-24,1391455,1391455,0,0,1391455,0,0,956500
2019-09-25,2170986,2170986,0,0,2170986,0,0,1663422
2019-09-26,3606954,3606954,0,0,3606954,0,0,3294516
2019-09-27,4473103,4473103,0,0,4473103,0,0,3799780
2019-09-28,3999050,3999050,0,0,3999050,0,0,3292507
2019-09-29,2476292,2476292,0,0,2476292,0,0,2185214
2019-09-30,6267866,6267866,0,0,6267866,0,0,5021823
2019-10-01,2072300,2072300,0,0,2072300,0,0,1278895
2019-10-02,2345293,2345293,0,0,2345293,0,0,1795808
2019-10-03,3928084,3928084,0,0,3928084,0,0,3299861
2019-10-04,3770183,3770183,0,0,3770183,0,0,3315440
2019-10-05,4026465,4026465,0,0,4026465,0,0,3788667
2019-10-06,2935018,2935018,0,0,2935018,0,0,2599364
2019-10-07,5171567,5171567,0,0,5171567,0,0,3848576
2019-10-08,2386239,2386239,0,0,2386239,0,0,1752221
2019-10-09,1556764,1556764,0,0,1556764,0,0,808958
2019-10-10,2645583,2645583,0,0,2645583,0,0,1994273
2019-10-11,4211937,4211937,0,0,4211937,0,0,3414418
2019-10-12,1787488,1787488,0,0,1787488,0,0,1707511
2019-10-13,2415691,2415691,0,0,2415691,0,0,2198029
2019-10-14,4814003,4814003,0,0,4814003,0,0,3954997
2019-10-15,1238360,1238360,0,0,1238360,0,0,988887
2019-10-16,2014876,2014876,0,0,2014876,0,0,1636705
2019-10-17,2831845,2831845,0,0,2831845,0,0,2204534
2019-10-18,3849907,3849907,0,0,3849907,0,0,2954162
2019-10-19,4702179,4702179,0,0,4702179,0,0,4393205
2019-10-20,416574,416574,0,0,416574,0,0,127417
2019-10-21,3830204,3830204,0,0,3830204,0,0,3005622
2019-10-22,1830429,1830429,0,0,1830429,0,0,1375103
2019-10-23,1558051,1558051,0,0,1558051,0,0,1285427
2019-10-24,3048280,3048280,0,0,3048280,0,0,2446373
2019-10-25,4377397,4377397,0,0,4377397,0,0,3766776
2019-10-26,3882463,3882463,0,0,3882463,0,0,3121261
2019-10-27,2691278,2691278,0,0,2691278,0,0,2380238
2019-10-28,7651408,7651408,0,0,7651408,0,0,5985927
2019-10-29,1982244,1982244,0,0,1982244,0,0,1403131
2019-10-30,2807236,2807236,0,0,2807236,0,0,2127945
2019-10-31,3357235,3357235,0,0,3357235,0,0,2924706
2019-11-01,5157541,5157541,0,0,5157541,0,0,4547525
2019-11-02,3256162,3256162,0,0,3256162,0,0,2479778
2019-11-03,1908628,1908628,0,0,1908628,0,0,1649687
2019-11-04,3251890,3251890,0,0,3251890,0,0,2362556
2019-11-05,1391739,1391739,0,0,1391739,0,0,743204
2019-11-06,1625046,1625046,0,0,1625046,0,0,1252588
2019-11-07,2641010,2641010,0,0,2641010,0,0,2069247
2019-11-08,4189937,4189937,0,0,4189937,0,0,3876728
2019-11-09,1414808,1414808,0,0,1414808,0,0,648395
2019-11-10,1878741,1878741,0,0,1878741,0,0,1733576
2019-11-11,6185341,6185341,0,0,6185341,0,0,5066939
2019-11-12,1428512,1428512,0,0,1428512,0,0,1071072
2019-11-13,2229501,2229501,0,0,2229501,0,0,1753112
2019-11-14,2770506,2770506,0,0,2770506,0,0,2018777
2019-11-15,4220857,4220857,0,0,4220857,0,0,3728211
2019-11-16,2907467,2907467,0,0,2907467,0,0,2432459
2019-11-17,4477216,4477216,0,0,4477216,0,0,4312409
2019-11-18,4608085,4608085,0,0,4608085,0,0,3613735
2019-11-19,2609393,2609393,0,0,2609393,0,0,2030433
2019-11-20,2424661,2424661,0,0,2424661,0,0,2005397
2019-11-21,3750425,3750425,0,0,3750425,0,0,2901296
2019-11-22,4596660,4596660,0,0,4596660,0,0,3846093
2019-11-23,3263328,3263328,0,0,3263328,0,0,2862314
2019-11-24,2550337,2550337,0,0,2550337,0,0,2158670
2019-11-25,5545035,5545035,0,0,5545035,0,0,4251498
2019-11-26,1207153,1207153,0,0,1207153,0,0,1015016
2019-11-27,2902643,2902643,0,0,2902643,0,0,2567620
2019-11-28,1254724,1254724,0,0,1254724,0,0,1041390
2019-11-29,3218597,3218597,0,0,3218597,0,0,2909104
2019-11-30,2393448,2393448,0,0,2393448,0,0,2069582
2019-12-01,1967533,1967533,0,0,1967533,0,0,1434972
2019-12-02,3716272,3716272,0,0,3716272,0,0,3016154
2019-12-03,637648,637648,0,0,637648,0,0,371741
2019-12-04,1099910,1099910,0,0,1099910,0,0,717919
2019-12-05,2761605,2761605,0,0,2761605,0,0,2482735
2019-12-06,4488904,4488904,0,0,4488904,0,0,3783883
2019-12-07,3420037,3420037,0,0,3420037,0,0,2848222
2019-12-08,2537359,2537359,0,0,2537359,0,0,2262152
2019-12-09,5484770,5484770,0,0,5484770,0,0,4347140
2019-12-10,1880938,1880938,0,0,1880938,0,0,1157037
2019-12-11,2011816,2011816,0,0,2011816,0,0,1486328
2019-12-12,2943902,2943902,0,0,2943902,0,0,2541647
2019-12-13,4711814,4711814,0,0,4711814,0,0,3869739
2019-12-14,860915,860915,0,0,860915,0,0,347004
2019-12-15,2513140,2513140,0,0,2513140,0,0,2021836
2019-12-16,1515267,1515267,0,0,1515267,0,0,0
2019-12-17,1284289,1284289,0,0,1284289,0,0,1062873
2019-12-18,2096980,2096980,0,0,2096980,0,0,1576531
2019-12-19,4499478,4499478,0,0,4499478,0,0,3812963
2019-12-20,6059586,6059586,0,0,6059586,0,0,4843243
2019-12-21,5853336,5853336,0,0,5853336,0,0,4782774
2019-12-22,3576233,3576233,0,0,3576233,0,0,2984931
2019-12-23,6129693,6129693,0,0,6129693,0,0,4692714
2019-12-24,1041234,1041234,0,0,1041234,0,0,990944
2019-12-26,3990592,3990592,0,0,3990592,0,0,3330397
2019-12-27,1817253,1817253,0,0,1817253,0,0,1283491
2019-12-28,2130453,2130453,0,0,2130453,0,0,1637387
2019-12-29,2978734,2978734,0,0,2978734,0,0,2537018
2019-12-30,3976970,3976970,0,0,3976970,0,0,2904007
2019-12-31,1841333,1841333,0,0,1841333,0,0,1513517
2020-01-02,2654374,2654374,0,0,2654374,0,0,2342232
2020-01-03,3510219,3510219,0,0,3510219,0,0,3030989
2020-01-04,2054654,2054654,0,0,2054654,0,0,1652910
2020-01-05,1882249,1882249,0,0,1882249,0,0,1620832
2020-01-06,4726137,4726137,0,0,4726137,0,0,3682085
2020-01-07,2545985,2545985,0,0,2545985,0,0,1865631
2020-01-08,3548055,3548055,0,0,3548055,0,0,2769787
2020-01-09,5804891,5804891,0,0,5804891,0,0,4359762
2020-01-10,6884754,6884754,0,0,6884754,0,0,5235190
2020-01-11,4951892,4951892,0,0,4951892,0,0,4424277
2020-01-12,3427791,3427791,0,0,3427791,0,0,2966018
2020-01-13,7369406,7369406,0,0,7369406,0,0,5881967
2020-01-14,2970227,2970227,0,0,2970227,0,0,2206721
2020-01-15,2506920,2506920,0,0,2506920,0,0,1664197
2020-01-16,3591500,3591500,0,0,3591500,0,0,2954626
2020-01-17,4882595,4882595,0,0,4882595,0,0,4210508
2020-01-18,2774945,2774945,0,0,2774945,0,0,2488633
2020-01-19,353205,353205,0,0,353205,0,0,54454
2020-01-20,5052970,5052970,0,0,5052970,0,0,3802645
2020-01-21,2083376,2083376,0,0,2083376,0,0,1534619
2020-01-22,1057653,1057653,0,0,1057653,0,0,723622
2020-01-23,1392023,1392023,0,0,1392023,0,0,1097430
2020-01-24,3853898,3853898,0,0,3853898,0,0,3098942
2020-01-25,633387,633387,0,0,633387,0,0,42768
2020-01-26,3213409,3213409,0,0,3213409,0,0,2693691
2020-01-27,5094279,5094279,0,0,5094279,0,0,4065618
2020-01-28,2264233,2264233,0,0,2264233,0,0,1613724
2020-01-29,3379384,3379384,0,0,3379384,0,0,2546293
2020-01-30,4988905,4988905,0,0,4988905,0,0,4134312
2020-01-31,5451606,5451606,0,0,5451606,0,0,4266497
2020-02-01,3636248,3636248,0,0,3636248,0,0,2574165
2020-02-02,394157,394157,0,0,394157,0,0,7181
2020-02-03,3357431,3357431,0,0,3357431,0,0,2612434
2020-02-04,2141806,2141806,0,0,2141806,0,0,1710375
2020-02-05,1320112,1320112,0,0,1320112,0,0,1153438
2020-02-06,3142981,3142981,0,0,3142981,0,0,2432883
2020-02-07,3499233,3499233,0,0,3499233,0,0,2809354
2020-02-08,2499602,2499602,0,0,2499602,0,0,2105829
2020-02-09,1237896,1237896,0,0,1237896,0,0,1085570
2020-02-10,3106527,3106527,0,0,3106527,0,0,2017682
2020-02-11,1573491,1573491,0,0,1573491,0,0,1178221
2020-02-12,1933193,1933193,0,0,1933193,0,0,1675936
2020-02-13,3192178,3192178,0,0,3192178,0,0,2777933
2020-02-14,3573611,3573611,0,0,3573611,0,0,3345931
2020-02-15,3060283,3060283,0,0,3060283,0,0,2670291
2020-02-16,1769141,1769141,0,0,1769141,0,0,1670865
2020-02-17,3997647,3997647,0,0,3997647,0,0,3009913
2020-02-18,1231703,1231703,0,0,1231703,0,0,749686
2020-02-19,1829321,1829321,0,0,1829321,0,0,1265368
2020-02-20,3283286,3283286,0,0,3283286,0,0,2673053
2020-02-21,2657048,2657048,0,0,2657048,0,0,2236573
2020-02-22,5233246,5233246,0,0,5233246,0,0,4822011
2020-02-23,2461394,2461394,0,0,2461394,0,0,2053100
2020-02-24,4686577,4686577,0,0,4686577,0,0,3727261
2020-02-25,1770934,1770934,0,0,1770934,0,0,939737
2020-02-26,1794144,1794144,0,0,1794144,0,0,1288602
2020-02-27,3480115,3480115,0,0,3480115,0,0,3083439
2020-02-28,3996951,3996951,0,0,3996951,0,0,3272346
2020-02-29,532881,532881,0,0,532881,0,0,41382
2020-03-01,5567390,5567390,0,0,5567390,0,0,5430086
2020-03-02,5200511,5200511,0,0,5200511,0,0,3815970
2020-03-03,2041783,2041783,0,0,2041783,0,0,1447618
2020-03-04,2757040,2757040,0,0,2757040,0,0,2408219
2020-03-05,4461921,4461921,0,0,4461921,0,0,4071531
2020-03-06,4689045,4689045,0,0,4689045,0,0,3780295
2020-03-07,3763766,3763766,0,0,3763766,0,0,3208911
2020-03-08,315583,315583,0,0,315583,0,0,61424
2020-03-09,4862782,4862782,0,0,4862782,0,0,4024603
2020-03-10,1000022,1000022,0,0,1000022,0,0,841036
2020-03-11,2652540,2652540,0,0,2652540,0,0,2035612
2020-03-12,3984423,3984423,0,0,3984423,0,0,3391338
2020-03-13,3795852,3795852,0,0,3795852,0,0,3333009
2020-03-14,3278962,3278962,0,0,3278962,0,0,2968706
2020-03-15,2480428,2480428,0,0,2480428,0,0,2217862
2020-03-16,3470514,3470514,0,0,3470514,0,0,2656256
2020-03-17,3351970,3351970,0,0,3351970,0,0,2633922
2020-03-18,2390227,2390227,0,0,2390227,0,0,1921920
2020-03-19,4648544,4648544,0,0,4648544,0,0,4119943
2020-03-20,5392721,5392721,0,0,5392721,0,0,4278360
2020-03-21,3761749,3761749,0,0,3761749,0,0,3422091
2020-03-22,4102412,4102412,0,0,4102412,0,0,3648869
2020-03-23,7040900,7040900,0,0,7040900,0,0,6549376
2020-03-24,2387123,2387123,0,0,2387123,0,0,1695188
2020-03-25,3191234,3191234,0,0,3191234,0,0,2878581
2020-03-26,4220180,4220180,0,0,4220180,0,0,3724208
2020-03-27,5403270,5403270,0,0,5403270,0,0,4492950
2020-03-28,3218757,3218757,0,0,3218757,0,0,2989945
2020-03-29,134790,134790,0,0,134790,0,0,93852
2020-03-30,3714391,3714391,0,0,3714391,0,0,2973319
2020-03-31,742656,742656,0,0,742656,0,0,518357
2020-04-01,879134,879134,0,0,879134,0,0,685628
2020-04-02,1628638,1628638,0,0,1628638,0,0,1500704
2020-04-03,2790852,2790852,0,0,2790852,0,0,2303976
2020-04-04,2841667,2841667,0,0,2841667,0,0,2518943
2020-04-05,296102,296102,0,0,296102,0,0,147272
2020-04-06,2147210,2147210,0,0,2147210,0,0,1395267
2020-04-07,1194290,1194290,0,0,1194290,0,0,569822
2020-04-08,1996951,1996951,0,0,1996951,0,0,1767040
2020-04-09,3225887,3225887,0,0,3225887,0,0,2688356
2020-04-10,5160431,5160431,0,0,5160431,0,0,4272002
2020-04-11,2384443,2384443,0,0,2384443,0,0,2172216
2020-04-12,1019891,1019891,0,0,1019891,0,0,443498
2020-04-13,1751314,1751314,0,0,1751314,0,0,1171504
2020-04-14,960135,960135,0,0,960135,0,0,487993
2020-04-15,2310774,2310774,0,0,2310774,0,0,1905237
2020-04-16,4411878,4411878,0,0,4411878,0,0,3921282
2020-04-17,6006462,6006462,0,0,6006462,0,0,5134107
2020-04-18,888144,888144,0,0,888144,0,0,414810
2020-04-19,5811176,5811176,0,0,5811176,0,0,5333807
2020-04-20,5547842,5547842,0,0,5547842,0,0,4153684
2020-04-21,2681269,2681269,0,0,2681269,0,0,1953901
2020-04-22,3797757,3797757,0,0,3797757,0,0,3179799
2020-04-23,5375396,5375396,0,0,5375396,0,0,4368833
2020-04-24,5595315,5595315,0,0,5595315,0,0,5043493
2020-04-25,4030993,4030993,0,0,4030993,0,0,3179568
2020-04-26,2909598,2909598,0,0,2909598,0,0,2708683
2020-04-27,4833089,4833089,0,0,4833089,0,0,3475555
2020-04-28,1681843,1681843,0,0,1681843,0,0,1146735
2020-04-29,3194343,3194343,0,0,3194343,0,0,2656980
2020-04-30,4497984,4497984,0,0,4497984,0,0,3912137
2020-05-01,4720557,4720557,0,0,4720557,0,0,4101920
2020-05-02,4523560,4523560,0,0,4523560,0,0,3991440
2020-05-03,3384215,3384215,0,0,3384215,0,0,3123390
2020-05-04,5230331,5230331,0,0,5230331,0,0,4083931
2020-05-05,1942532,1942532,0,0,1942532,0,0,1315523
2020-05-06,3243581,3243581,0,0,3243581,0,0,2889876
2020-05-07,4442154,4442154,0,0,4442154,0,0,3883869
2020-05-08,6143804,6143804,0,0,6143804,0,0,4985275
2020-05-09,3827036,3827036,0,0,3827036,0,0,3505682
2020-05-10,3561687,3561687,0,0,3561687,0,0,3056431
2020-05-11,6571135,6571135,0,0,6571135,0,0,4732381
2020-05-12,2152555,2152555,0,0,2152555,0,0,1397706
2020-05-13,3863533,3863533,0,0,3863533,0,0,3106072
2020-05-14,6004486,6004486,0,0,6004486,0,0,4917175
2020-05-15,7377803,7377803,0,0,7377803,0,0,5526547
2020-05-16,5402181,5402181,0,0,5402181,0,0,4704638
2020-05-17,2723167,2723167,0,0,2723167,0,0,2723167
2020-05-18,6994745,6994745,0,0,6994745,0,0,5709726
2020-05-19,2775191,2775191,0,0,2775191,0,0,1955420
2020-05-20,3255133,3255133,0,0,3255133,0,0,2677512
2020-05-21,5270582,5270582,0,0,5270582,0,0,4138527
2020-05-22,5460079,5460079,0,0,5460079,0,0,4388833
2020-05-23,4150693,4150693,0,0,4150693,0,0,3658382
2020-05-24,1501590,1501590,0,0,1501590,0,0,1418875
2020-05-25,4823952,4823952,0,0,4823952,0,0,3615255
2020-05-26,2799507,2799507,0,0,2799507,0,0,2178251
2020-05-27,3065847,3065847,0,0,3065847,0,0,2535977
2020-05-28,4103045,4103045,0,0,4103045,0,0,3582082
2020-05-29,4571202,4571202,0,0,4571202,0,0,3786754
2020-05-30,3597612,3597612,0,0,3597612,0,0,3011749
2020-05-31,3402126,3402126,0,0,3402126,0,0,2451407
2020-06-01,4893573,4893573,0,0,4893573,0,0,3872676
2020-06-02,1783299,1783299,0,0,1783299,0,0,1264116
2020-06-03,3002848,3002848,0,0,3002848,0,0,2159069
2020-06-04,4163335,4163335,0,0,4163335,0,0,3505489
2020-06-05,6819514,6819514,0,0,6819514,0,0,5966055
2020-06-06,2895471,2895471,0,0,2895471,0,0,2404033
2020-06-07,810930,810930,0,0,810930,0,0,426389
2020-06-08,4865459,4865459,0,0,4865459,0,0,3570355
2020-06-09,2471705,2471705,0,0,2471705,0,0,1821945
2020-06-10,3654959,3654959,0,0,3654959,0,0,2965686
2020-06-11,5868176,5868176,0,0,5868176,0,0,4764349
2020-06-12,6354126,6354126,0,0,6354126,0,0,5066994
2020-06-13,3973713,3973713,0,0,3973713,0,0,3709537
2020-06-14,1976221,1976221,0,0,1976221,0,0,1590301
2020-06-15,4933020,4933020,0,0,4933020,0,0,3842856
2020-06-16,2660000,2660000,0,0,2660000,0,0,1806433
2020-06-17,3713997,3713997,0,0,3713997,0,0,3126644
2020-06-18,3889672,3889672,0,0,3889672,0,0,3255219
2020-06-19,7470469,7470469,0,0,7470469,0,0,6215121
2020-06-20,5106697,5106697,0,0,5106697,0,0,3703566
2020-06-21,110616,110616,0,0,110616,0,0,0
2020-06-22,4262271,4262271,0,0,4262271,0,0,3569463
2020-06-23,4136640,4136640,0,0,4136640,0,0,2797452
2020-06-24,3071975,3071975,0,0,3071975,0,0,2344171
2020-06-25,5433991,5433991,0,0,5433991,0,0,4642950
2020-06-26,5639202,5639202,0,0,5639202,0,0,4735146
2020-06-27,3885203,3885203,0,0,3885203,0,0,3381957
2020-06-28,2651994,2651994,0,0,2651994,0,0,2608771
2020-06-29,6045717,6045717,0,0,6045717,0,0,4578321
2020-06-30,3120570,3120570,0,0,3120570,0,0,1945812
