report_date,published_date,market_location_name,district,commodity,var,pkg,size,appearance_raw,quality_proxy,low_price,high_price,mostly_low_price,mostly_high_price,price_mid,market_tone_comments,demand_tone_comments,commodity_comments,report_title,slug_name
2026-03-11,2026-03-11 16:54:33,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,230,NO_APPEARANCE,#1.5,56.0,60.0,58.0,60.0,59.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-11,2026-03-11 16:54:33,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,230,Fair Appearance,#2,50.0,54.0,50.0,52.0,51.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-11,2026-03-11 16:54:33,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,250,Fine Appearance,#1,63.0,69.0,64.0,68.0,66.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-11,2026-03-11 16:54:33,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,250,NO_APPEARANCE,#1.5,56.0,60.0,56.0,58.0,57.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-11,2026-03-11 16:54:33,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,250,Fair Appearance,#2,48.0,52.0,48.0,50.0,49.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-12,2026-03-12 15:53:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,110,Fine Appearance,#1,,,,,,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-12,2026-03-12 15:53:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,110,NO_APPEARANCE,#1.5,,,,,,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-12,2026-03-12 15:53:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,110,Fair Appearance,#2,,,,,,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-12,2026-03-12 15:53:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,150,Fine Appearance,#1,,,,,,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-12,2026-03-12 15:53:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,150,NO_APPEARANCE,#1.5,,,,,,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-12,2026-03-12 15:53:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,150,Fair Appearance,#2,,,,,,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-12,2026-03-12 15:53:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,175,Fine Appearance,#1,63.0,69.0,64.0,68.0,66.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-12,2026-03-12 15:53:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,175,NO_APPEARANCE,#1.5,58.0,63.0,58.0,60.0,59.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-12,2026-03-12 15:53:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,175,Fair Appearance,#2,52.0,56.0,54.0,56.0,55.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-12,2026-03-12 15:53:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,200,Fine Appearance,#1,63.0,69.0,64.0,68.0,66.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-12,2026-03-12 15:53:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,200,NO_APPEARANCE,#1.5,58.0,62.0,58.0,60.0,59.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-12,2026-03-12 15:53:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,200,Fair Appearance,#2,52.0,56.0,52.0,54.0,53.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-12,2026-03-12 15:53:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,230,Fine Appearance,#1,63.0,69.0,64.0,68.0,66.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-12,2026-03-12 15:53:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,230,NO_APPEARANCE,#1.5,56.0,60.0,58.0,60.0,59.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-12,2026-03-12 15:53:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,230,Fair Appearance,#2,50.0,54.0,50.0,52.0,51.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-12,2026-03-12 15:53:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,250,Fine Appearance,#1,63.0,69.0,64.0,68.0,66.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-12,2026-03-12 15:53:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,250,NO_APPEARANCE,#1.5,56.0,60.0,56.0,58.0,57.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-12,2026-03-12 15:53:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,250,Fair Appearance,#2,48.0,52.0,48.0,50.0,49.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-13,2026-03-13 16:00:24,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,110,Fine Appearance,#1,,,,,,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-13,2026-03-13 16:00:24,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,110,NO_APPEARANCE,#1.5,,,,,,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-13,2026-03-13 16:00:24,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,110,Fair Appearance,#2,,,,,,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-13,2026-03-13 16:00:24,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,150,Fine Appearance,#1,,,,,,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-13,2026-03-13 16:00:24,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,150,NO_APPEARANCE,#1.5,,,,,,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-13,2026-03-13 16:00:24,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,150,Fair Appearance,#2,,,,,,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-13,2026-03-13 16:00:24,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,175,Fine Appearance,#1,63.0,69.0,64.0,68.0,66.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-13,2026-03-13 16:00:24,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,175,NO_APPEARANCE,#1.5,58.0,63.0,58.0,60.0,59.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-13,2026-03-13 16:00:24,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,175,Fair Appearance,#2,52.0,56.0,54.0,56.0,55.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-13,2026-03-13 16:00:24,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,200,Fine Appearance,#1,63.0,69.0,64.0,68.0,66.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-13,2026-03-13 16:00:24,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,200,NO_APPEARANCE,#1.5,58.0,62.0,58.0,60.0,59.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-13,2026-03-13 16:00:24,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,200,Fair Appearance,#2,52.0,56.0,52.0,54.0,53.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-13,2026-03-13 16:00:24,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,230,Fine Appearance,#1,61.0,69.0,64.0,68.0,66.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-13,2026-03-13 16:00:24,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,230,NO_APPEARANCE,#1.5,56.0,60.0,58.0,60.0,59.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-13,2026-03-13 16:00:24,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,230,Fair Appearance,#2,50.0,54.0,50.0,52.0,51.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-13,2026-03-13 16:00:24,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,250,Fine Appearance,#1,61.0,69.0,64.0,68.0,66.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-13,2026-03-13 16:00:24,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,250,NO_APPEARANCE,#1.5,56.0,60.0,56.0,58.0,57.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-13,2026-03-13 16:00:24,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,250,Fair Appearance,#2,48.0,52.0,48.0,50.0,49.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-16,2026-03-16 16:21:47,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,110,Fine Appearance,#1,58.0,72.0,64.0,68.0,66.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-16,2026-03-16 16:21:47,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,110,NO_APPEARANCE,#1.5,58.0,62.0,58.0,60.0,59.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-16,2026-03-16 16:21:47,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,110,Fair Appearance,#2,54.0,58.0,54.0,56.0,55.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-16,2026-03-16 16:21:47,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,150,Fine Appearance,#1,58.0,72.0,64.0,68.0,66.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-16,2026-03-16 16:21:47,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,150,NO_APPEARANCE,#1.5,58.0,62.0,58.0,60.0,59.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-16,2026-03-16 16:21:47,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,150,Fair Appearance,#2,54.0,58.0,54.0,56.0,55.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-16,2026-03-16 16:21:47,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,175,Fine Appearance,#1,58.0,70.0,64.0,68.0,66.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-16,2026-03-16 16:21:47,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,175,NO_APPEARANCE,#1.5,58.0,62.0,58.0,60.0,59.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-16,2026-03-16 16:21:47,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,175,Fair Appearance,#2,54.0,58.0,54.0,56.0,55.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-16,2026-03-16 16:21:47,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,200,Fine Appearance,#1,58.0,68.0,64.0,66.0,65.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-16,2026-03-16 16:21:47,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,200,NO_APPEARANCE,#1.5,56.0,60.0,58.0,58.0,58.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-16,2026-03-16 16:21:47,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,200,Fair Appearance,#2,52.0,56.0,52.0,54.0,53.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-16,2026-03-16 16:21:47,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,230,Fine Appearance,#1,58.0,68.0,62.0,66.0,64.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-16,2026-03-16 16:21:47,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,230,NO_APPEARANCE,#1.5,56.0,60.0,56.0,58.0,57.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-16,2026-03-16 16:21:47,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,230,Fair Appearance,#2,50.0,54.0,50.0,52.0,51.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-16,2026-03-16 16:21:47,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,250,Fine Appearance,#1,58.0,68.0,60.0,64.0,62.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-16,2026-03-16 16:21:47,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,250,NO_APPEARANCE,#1.5,54.0,58.0,54.0,56.0,55.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-16,2026-03-16 16:21:47,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,250,Fair Appearance,#2,48.0,52.0,48.0,50.0,49.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-17,2026-03-17 16:13:52,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,110,Fine Appearance,#1,60.0,76.0,64.0,68.0,66.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-17,2026-03-17 16:13:52,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,110,NO_APPEARANCE,#1.5,60.0,64.0,62.0,64.0,63.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-17,2026-03-17 16:13:52,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,110,Fair Appearance,#2,54.0,58.0,54.0,56.0,55.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-17,2026-03-17 16:13:52,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,150,Fine Appearance,#1,60.0,76.0,64.0,68.0,66.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-17,2026-03-17 16:13:52,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,150,NO_APPEARANCE,#1.5,60.0,64.0,62.0,64.0,63.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-17,2026-03-17 16:13:52,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,150,Fair Appearance,#2,54.0,58.0,54.0,56.0,55.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-17,2026-03-17 16:13:52,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,175,Fine Appearance,#1,60.0,74.0,64.0,68.0,66.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-17,2026-03-17 16:13:52,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,175,NO_APPEARANCE,#1.5,60.0,64.0,60.0,62.0,61.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-17,2026-03-17 16:13:52,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,175,Fair Appearance,#2,54.0,58.0,54.0,56.0,55.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-17,2026-03-17 16:13:52,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,200,Fine Appearance,#1,60.0,72.0,64.0,66.0,65.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-17,2026-03-17 16:13:52,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,200,NO_APPEARANCE,#1.5,56.0,62.0,60.0,60.0,60.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-17,2026-03-17 16:13:52,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,200,Fair Appearance,#2,52.0,56.0,52.0,54.0,53.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-17,2026-03-17 16:13:52,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,230,Fine Appearance,#1,60.0,70.0,62.0,66.0,64.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
