date,lluvia_14d_mtt,lluvia_14d_slp,lluvia_14d_tabasco,lluvia_14d_tuxtepec,lluvia_14d_yucatan,lluvia_7d_mtt,lluvia_7d_slp,lluvia_7d_tabasco,lluvia_7d_tuxtepec,lluvia_7d_yucatan,lluvia_mm_mtt,lluvia_mm_slp,lluvia_mm_tabasco,lluvia_mm_tuxtepec,lluvia_mm_yucatan,lluvia_mm_ponderada,lluvia_7d_ponderada,lluvia_14d_ponderada,lluvia_mm,lluvia_7d,lluvia_14d,lluvia_14d_lag6,lluvia_7d_lag7,lluvia_3d_lag7
2020-01-01,9.440000000000008,20.18999999999999,48.37,3.779999999999998,14.829999999999991,4.189999999999992,3.1,5.430000000000014,0.2900000000000071,6.729999999999998,0.14,0.71,0.64,0.0,0.66,0.2171264367816092,3.655862068965515,12.458965517241383,0.2171264367816092,3.655862068965515,12.458965517241383,21.050114942528737,8.80310344827586,0.0
2020-01-02,9.020000000000008,20.32999999999999,44.24,3.359999999999998,14.779999999999992,4.209999999999993,3.24,5.440000000000015,0.2900000000000071,6.7399999999999975,0.06,0.14,0.01,0.0,0.01,0.04666666666666667,3.6777011494252854,11.793908045977016,0.04666666666666667,3.6777011494252854,11.793908045977016,20.878965517241383,8.11620689655172,0.024827586206896554
2020-01-03,8.800000000000008,20.259999999999994,45.45,3.489999999999998,14.399999999999991,4.249999999999993,3.24,7.510000000000014,0.6700000000000071,6.7399999999999975,0.05,0.0,2.07,0.38,0.0,0.2674712643678161,3.938965517241377,11.75275862068966,0.2674712643678161,3.938965517241377,11.75275862068966,20.758620689655174,7.8137931034482735,0.0062068965517241385
2020-01-04,10.340000000000009,7.309999999999993,51.75,4.909999999999998,12.849999999999993,7.499999999999993,3.24,17.320000000000014,3.340000000000007,8.229999999999997,3.25,0.0,9.81,2.67,1.49,3.3832183908045974,7.322183908045974,12.643333333333336,3.3832183908045974,7.322183908045974,12.643333333333336,20.778390804597702,5.321149425287354,0.0
2020-01-05,7.780000000000007,3.239999999999993,23.57,3.739999999999998,8.429999999999993,7.669999999999993,3.2100000000000004,20.73000000000001,3.650000000000007,8.239999999999997,0.2,0.0,3.41,0.31,0.01,0.4560919540229885,7.7579310344827555,8.083908045977015,0.4560919540229885,7.7579310344827555,8.083908045977015,21.636781609195406,0.32597701149425073,0.020344827586206895
2020-01-06,7.910000000000007,3.239999999999993,20.9,3.709999999999998,8.239999999999993,7.049999999999993,2.21,20.02000000000001,3.450000000000007,4.749999999999997,0.16,0.0,0.15,0.06,0.0,0.12241379310344828,7.021149425287353,7.933333333333337,0.12241379310344828,7.021149425287353,7.933333333333337,16.569885057471268,0.9121839080459748,0.8591954022988507
2020-01-07,8.910000000000007,3.249999999999993,23.5,7.229999999999999,8.239999999999993,4.859999999999993,0.86,18.71000000000001,6.940000000000007,2.1699999999999973,1.0,0.01,2.62,3.52,0.0,1.4794252873563218,5.9724137931034464,9.41114942528736,1.4794252873563218,5.9724137931034464,9.41114942528736,12.458965517241383,3.4387356321839055,2.52816091954023
2020-01-08,9.910000000000007,3.259999999999993,23.74,10.179999999999998,8.239999999999993,5.7199999999999935,0.16,18.310000000000016,9.890000000000008,1.5099999999999971,1.0,0.01,0.24,2.95,0.0,1.183103448275862,6.9383908045977,10.594252873563223,1.183103448275862,6.9383908045977,10.594252873563223,11.793908045977016,3.655862068965515,0.2171264367816092
2020-01-09,9.900000000000007,3.259999999999993,23.74,10.199999999999998,10.059999999999992,5.689999999999992,0.02,18.30000000000001,9.910000000000007,3.3199999999999976,0.03,0.0,0.0,0.02,1.82,0.1268965517241379,7.01862068965517,10.696321839080463,0.1268965517241379,7.01862068965517,10.696321839080463,11.75275862068966,3.6777011494252854,0.04666666666666667
2020-01-10,9.910000000000007,3.259999999999993,23.74,10.199999999999998,14.029999999999994,5.659999999999993,0.02,16.230000000000018,9.530000000000006,7.289999999999997,0.02,0.0,0.0,0.0,3.97,0.2405747126436782,6.991724137931033,10.930689655172417,0.2405747126436782,6.991724137931033,10.930689655172417,12.643333333333336,3.938965517241377,0.2674712643678161
2020-01-11,10.120000000000008,3.259999999999993,25.84,10.339999999999998,14.469999999999994,2.619999999999993,0.02,8.520000000000014,7.000000000000007,6.2399999999999975,0.21,0.0,2.1,0.14,0.44,0.3503448275862069,3.9588505747126415,11.281034482758624,0.3503448275862069,3.9588505747126415,11.281034482758624,8.083908045977015,7.322183908045974,3.3832183908045974
2020-01-12,10.170000000000009,3.2299999999999933,30.22,10.739999999999998,16.379999999999995,2.499999999999993,0.02,9.490000000000014,7.090000000000008,8.139999999999997,0.08,0.0,4.38,0.4,1.91,0.5854022988505747,4.088160919540227,11.846091954022993,0.5854022988505747,4.088160919540227,11.846091954022993,7.933333333333337,7.7579310344827555,0.4560919540229885
2020-01-13,9.990000000000007,2.2299999999999933,33.29,13.4,13.129999999999994,2.939999999999993,0.02,13.270000000000014,9.950000000000006,8.379999999999997,0.6,0.0,3.93,2.92,0.24,1.2394252873563218,5.205172413793101,12.226321839080464,1.2394252873563218,5.205172413793101,12.226321839080464,9.41114942528736,7.021149425287353,0.12241379310344828
2020-01-14,7.830000000000007,0.8799999999999929,29.53,16.47,10.659999999999991,2.9699999999999926,0.02,10.820000000000014,9.530000000000008,8.489999999999997,1.03,0.01,0.17,3.1,0.11,1.23,4.95574712643678,10.928160919540234,1.23,4.95574712643678,10.928160919540234,10.594252873563223,5.9724137931034464,1.4794252873563218
2020-01-15,8.920000000000007,3.939999999999993,30.06,21.1,10.069999999999991,3.199999999999993,3.78,11.750000000000014,11.210000000000006,8.559999999999997,1.23,3.77,1.17,4.63,0.07,1.9297701149425288,5.702413793103446,12.640804597701154,1.9297701149425288,5.702413793103446,12.640804597701154,10.696321839080463,6.9383908045977,1.183103448275862
2020-01-16,14.150000000000007,11.009999999999993,30.29,25.05,10.239999999999991,8.459999999999994,10.99,11.990000000000014,15.140000000000008,6.919999999999997,5.29,7.21,0.24,3.95,0.18,4.453908045977012,10.029425287356322,17.048045977011494,4.453908045977012,10.029425287356322,17.048045977011494,10.930689655172417,7.01862068965517,0.1268965517241379
2020-01-17,14.450000000000006,12.949999999999992,35.82,25.58,10.909999999999991,8.789999999999994,12.93,19.59000000000001,16.050000000000008,3.619999999999997,0.35,1.94,7.6,0.91,0.67,1.1460919540229884,10.93494252873563,17.92666666666667,1.1460919540229884,10.93494252873563,17.92666666666667,11.281034482758624,6.991724137931033,0.2405747126436782
2020-01-18,16.820000000000007,24.569999999999997,28.98,44.97,9.459999999999994,14.199999999999992,24.55,20.46000000000001,37.970000000000006,3.219999999999997,5.62,11.62,2.97,22.06,0.04,8.454367816091954,19.038965517241376,22.99781609195403,8.454367816091954,19.038965517241376,22.99781609195403,11.846091954022993,3.9588505747126415,0.3503448275862069
2020-01-19,63.63000000000001,64.09,29.08,77.13999999999999,9.489999999999991,61.12999999999999,64.07,19.59000000000001,70.05000000000001,1.3499999999999974,47.01,39.52,3.51,32.48,0.04,37.70793103448276,56.16149425287356,60.2496551724138,37.70793103448276,56.16149425287356,60.2496551724138,12.226321839080464,4.088160919540227,0.5854022988505747
2020-01-20,89.49000000000001,73.21,53.8,90.85,11.379999999999994,86.54999999999998,73.19,40.530000000000015,80.9,2.9999999999999973,26.02,9.12,24.87,13.77,1.89,21.316551724137927,76.23862068965515,81.44379310344827,21.316551724137927,76.23862068965515,81.44379310344827,10.928160919540234,5.205172413793101,1.2394252873563218
2020-01-21,92.3,73.66999999999999,61.02,92.87,11.439999999999994,89.32999999999998,73.64999999999999,50.20000000000002,83.34,2.949999999999997,3.81,0.47,9.84,5.54,0.06,4.205862068965517,79.21448275862068,84.17022988505747,4.205862068965517,79.21448275862068,84.17022988505747,12.640804597701154,4.95574712643678,1.23
2020-01-22,91.86,73.74,60.84,90.73,11.439999999999994,88.65999999999998,69.96,49.09000000000001,79.52,2.879999999999997,0.56,0.08,0.06,0.81,0.0,0.5059770114942529,77.7906896551724,83.49310344827585,0.5059770114942529,77.7906896551724,83.49310344827585,17.048045977011494,5.702413793103446,1.9297701149425288
2020-01-23,93.3,74.0,60.84,91.16,9.619999999999994,84.83999999999999,63.01,48.850000000000016,76.02000000000001,2.699999999999997,1.47,0.26,0.0,0.45,0.0,1.0101149425287357,74.34689655172416,84.37632183908045,1.0101149425287357,74.34689655172416,84.37632183908045,17.92666666666667,10.029425287356322,4.453908045977012
2020-01-24,97.39,77.1,62.96,94.7,6.5999999999999925,88.6,64.17,43.37000000000002,78.65,2.9799999999999978,4.11,3.1,2.12,3.54,0.95,3.605402298850575,76.80620689655173,87.74114942528736,3.605402298850575,76.80620689655173,87.74114942528736,22.99781609195403,10.93494252873563,1.1460919540229884
2020-01-25,97.52,77.41,60.92,94.81,6.169999999999992,83.32,52.86,40.460000000000015,56.84,2.949999999999997,0.34,0.31,0.06,0.25,0.01,0.2802298850574713,68.63206896551723,87.67103448275861,0.2802298850574713,68.63206896551723,87.67103448275861,60.2496551724138,19.038965517241376,8.454367816091954
2020-01-26,97.54,77.62,56.54,94.43,4.259999999999993,36.40999999999999,13.55,36.95000000000002,24.38000000000001,2.909999999999997,0.1,0.21,0.0,0.02,0.0,0.07781609195402299,31.0019540229885,87.16344827586207,0.07781609195402299,31.0019540229885,87.16344827586207,81.44379310344827,56.16149425287356,37.70793103448276
2020-01-27,96.96,77.63,52.63,91.51,4.139999999999993,10.409999999999991,4.44,12.100000000000014,10.610000000000008,1.1399999999999972,0.02,0.01,0.02,0.0,0.12,0.02149425287356322,9.706896551724135,85.94551724137929,0.02149425287356322,9.706896551724135,85.94551724137929,84.17022988505747,76.23862068965515,21.316551724137927
2020-01-28,95.96,77.82,52.46,88.44999999999999,4.209999999999993,6.629999999999993,4.170000000000001,2.2600000000000144,5.110000000000007,1.2599999999999971,0.03,0.2,0.0,0.04,0.18,0.047816091954022984,5.548850574712642,84.76333333333332,0.047816091954022984,5.548850574712642,84.76333333333332,83.49310344827585,79.21448275862068,4.205862068965517
2020-01-29,98.87,74.87,53.26,86.94,9.209999999999994,10.209999999999994,4.91,4.170000000000014,7.420000000000008,6.329999999999997,4.14,0.82,1.97,3.12,5.07,3.640459770114942,8.683333333333332,86.47402298850577,3.640459770114942,8.683333333333332,86.47402298850577,84.37632183908045,77.7906896551724,0.5059770114942529
2020-01-30,93.69,67.66999999999999,53.97,83.06,10.239999999999997,8.849999999999993,4.66,5.120000000000014,7.040000000000008,7.539999999999997,0.11,0.01,0.95,0.07,1.21,0.22770114942528738,7.900919540229882,82.24781609195402,0.22770114942528738,7.900919540229882,82.24781609195402,87.74114942528736,74.34689655172416,1.0101149425287357
2020-01-31,98.44,66.07,47.02,84.12,10.779999999999994,9.839999999999993,1.9,3.650000000000014,5.470000000000008,7.799999999999997,5.1,0.34,0.65,1.97,1.21,3.6691954022988504,7.964712643678158,84.77091954022988,3.6691954022988504,7.964712643678158,84.77091954022988,87.67103448275861,76.80620689655173,3.605402298850575
2020-02-01,100.06,55.01,69.12,73.77,12.629999999999994,16.739999999999995,2.15,28.66000000000001,16.930000000000007,9.679999999999998,7.24,0.56,25.07,11.71,1.89,8.80528735632184,16.489770114942527,85.12183908045976,8.80528735632184,16.489770114942527,85.12183908045976,87.16344827586207,68.63206896551723,0.2802298850574713
2020-02-02,53.57000000000001,15.489999999999991,67.89999999999999,43.33,12.589999999999996,17.159999999999993,1.94,30.950000000000014,18.95000000000001,9.679999999999998,0.52,0.0,2.29,2.04,0.0,0.8821839080459771,17.29413793103448,48.29609195402299,0.8821839080459771,17.29413793103448,48.29609195402299,85.94551724137929,31.0019540229885,0.07781609195402299
2020-02-03,27.590000000000007,6.369999999999993,43.03000000000001,29.64,10.699999999999994,17.179999999999993,1.93,30.93000000000001,19.03000000000001,9.56,0.04,0.0,0.0,0.08,0.0,0.039540229885057475,17.312183908045977,27.01908045977012,0.039540229885057475,17.312183908045977,27.01908045977012,84.76333333333332,9.706896551724135,0.02149425287356322
2020-02-04,23.78000000000001,5.909999999999993,33.190000000000005,24.1,10.639999999999992,17.149999999999995,1.74,30.93000000000001,18.99000000000001,9.379999999999995,0.0,0.01,0.0,0.0,0.0,0.0005747126436781609,17.264942528735634,22.813793103448276,0.0005747126436781609,17.264942528735634,22.813793103448276,86.47402298850577,5.548850574712642,0.047816091954022984
2020-02-05,23.330000000000005,5.879999999999993,33.13,23.29,10.639999999999992,13.119999999999994,0.97,28.96000000000001,15.870000000000008,4.309999999999997,0.11,0.05,0.0,0.0,0.0,0.07114942528735632,13.695632183908044,22.37896551724138,0.07114942528735632,13.695632183908044,22.37896551724138,82.24781609195402,8.683333333333332,3.640459770114942
2020-02-06,22.92000000000001,5.709999999999994,34.4,25.85,10.879999999999992,14.069999999999991,1.05,29.28000000000001,18.81000000000001,3.339999999999997,1.06,0.09,1.27,3.01,0.24,1.3326436781609197,14.800574712643675,22.70149425287357,1.3326436781609197,14.800574712643675,22.70149425287357,84.77091954022988,7.900919540229882,0.22770114942528738
2020-02-07,19.94000000000001,2.689999999999993,35.04,23.62,9.979999999999992,10.099999999999993,0.7899999999999999,31.39000000000001,18.15000000000001,2.179999999999997,1.13,0.08,2.76,1.31,0.05,1.17183908045977,12.303218390804597,20.26793103448276,1.17183908045977,12.303218390804597,20.26793103448276,85.12183908045976,7.964712643678158,3.6691954022988504
2020-02-08,19.870000000000008,3.3199999999999927,35.16,24.85,9.969999999999994,3.129999999999993,1.17,6.500000000000014,7.920000000000007,0.2899999999999973,0.27,0.94,0.18,1.48,0.0,0.5082758620689656,4.006206896551722,20.495977011494258,0.5082758620689656,4.006206896551722,20.495977011494258,48.29609195402299,16.489770114942527,8.80528735632184
2020-02-09,19.88000000000001,3.129999999999993,35.17,24.92,9.969999999999994,2.7199999999999926,1.1899999999999995,4.220000000000014,5.970000000000007,0.2899999999999973,0.11,0.02,0.01,0.09,0.0,0.08678160919540229,3.2108045977011472,20.50494252873564,0.08678160919540229,3.2108045977011472,20.50494252873564,27.01908045977012,17.29413793103448,0.8821839080459771
2020-02-10,19.860000000000007,3.119999999999993,35.150000000000006,24.92,9.849999999999993,2.6799999999999926,1.1899999999999995,4.220000000000014,5.890000000000007,0.2899999999999973,0.0,0.0,0.0,0.0,0.0,0.0,3.17126436781609,20.48344827586207,0.0,3.17126436781609,20.48344827586207,22.813793103448276,17.312183908045977,0.039540229885057475
2020-02-11,19.840000000000007,3.0299999999999927,35.150000000000006,24.880000000000003,9.669999999999993,2.689999999999993,1.2899999999999998,4.220000000000014,5.890000000000007,0.2899999999999973,0.01,0.11,0.0,0.0,0.0,0.012528735632183909,3.1832183908045955,20.448160919540236,0.012528735632183909,3.1832183908045955,20.448160919540236,22.37896551724138,17.264942528735634,0.0005747126436781609
2020-02-12,16.01000000000001,2.559999999999993,33.18000000000001,21.76,4.5999999999999925,2.889999999999993,1.59,4.220000000000014,5.890000000000007,0.2899999999999973,0.31,0.35,0.0,0.0,0.0,0.21252873563218388,3.324597701149423,17.02022988505748,0.21252873563218388,3.324597701149423,17.02022988505748,22.70149425287357,13.695632183908044,0.07114942528735632
2020-02-13,26.620000000000008,2.7999999999999927,34.54,24.270000000000003,3.4299999999999926,12.549999999999994,1.75,5.260000000000014,5.460000000000007,0.0899999999999973,10.72,0.25,2.31,2.58,0.04,7.33080459770115,9.322758620689653,24.12333333333334,7.33080459770115,9.322758620689653,24.12333333333334,20.26793103448276,14.800574712643675,1.3326436781609197
2020-02-14,22.60000000000001,2.459999999999993,61.41,24.99,2.4699999999999926,12.499999999999996,1.67,30.02000000000001,6.840000000000007,0.2899999999999973,1.08,0.0,27.52,2.69,0.25,3.3936781609195403,11.544597701149424,23.847816091954027,3.3936781609195403,11.544597701149424,23.847816091954027,20.495977011494258,12.303218390804597,1.17183908045977
2020-02-15,15.480000000000008,1.8999999999999928,42.440000000000005,14.15,0.859999999999993,12.349999999999993,0.7299999999999999,35.94000000000001,6.230000000000007,0.5699999999999974,0.12,0.0,6.1,0.87,0.28,0.7413793103448275,11.777701149425287,15.783908045977014,0.7413793103448275,11.777701149425287,15.783908045977014,20.50494252873564,4.006206896551722,0.5082758620689656
2020-02-16,14.960000000000006,1.8999999999999928,41.58,12.14,0.859999999999993,12.239999999999991,0.7099999999999999,37.360000000000014,6.170000000000007,0.5699999999999974,0.0,0.0,1.43,0.03,0.0,0.12057471264367815,11.81149425287356,15.022298850574717,0.12057471264367815,11.81149425287356,15.022298850574717,20.48344827586207,3.2108045977011472,0.08678160919540229
2020-02-17,14.920000000000009,1.8999999999999928,41.6,12.06,0.859999999999993,12.239999999999991,0.7099999999999999,37.38000000000002,6.170000000000007,0.5699999999999974,0.0,0.0,0.02,0.0,0.0,0.0016091954022988508,11.813103448275859,14.98436781609196,0.0016091954022988508,11.813103448275859,14.98436781609196,20.448160919540236,3.17126436781609,0.0
2020-02-18,14.920000000000009,1.8899999999999928,41.6,12.06,0.859999999999993,12.229999999999992,0.5999999999999999,37.38000000000002,6.170000000000007,0.5699999999999974,0.0,0.0,0.0,0.0,0.0,0.0,11.800574712643677,14.983793103448281,0.0,11.800574712643677,14.983793103448281,17.02022988505748,3.1832183908045955,0.012528735632183909
2020-02-19,14.830000000000007,2.019999999999993,41.63,12.13,1.099999999999993,11.939999999999994,0.4299999999999999,37.41000000000002,6.240000000000007,0.8099999999999974,0.02,0.18,0.03,0.07,0.24,0.051839080459770114,11.639885057471263,14.964482758620694,0.051839080459770114,11.639885057471263,14.964482758620694,24.12333333333334,3.324597701149423,0.21252873563218388
2020-02-20,22.620000000000008,3.0699999999999927,40.74,12.5,1.029999999999993,10.069999999999991,1.3199999999999998,35.48000000000001,7.040000000000007,0.9399999999999972,8.85,1.14,0.38,3.38,0.17,6.2205747126436775,10.529655172413788,19.852413793103455,6.2205747126436775,10.529655172413788,19.852413793103455,23.847816091954027,9.322758620689653,7.33080459770115
2020-02-21,32.27000000000001,3.6999999999999926,64.7,23.020000000000003,1.259999999999993,19.769999999999992,2.03,34.680000000000014,16.180000000000007,0.9699999999999972,10.78,0.71,26.72,11.83,0.28,11.073448275862068,18.20942528735632,29.754022988505753,11.073448275862068,18.20942528735632,29.754022988505753,15.783908045977014,11.544597701149424,3.3936781609195403
2020-02-22,32.690000000000005,2.7599999999999927,88.97999999999999,23.84,1.359999999999993,20.339999999999996,2.03,53.04000000000001,17.610000000000007,0.7899999999999973,0.69,0.0,24.46,2.3,0.1,2.8250574712643677,20.293103448275865,32.07080459770115,2.8250574712643677,20.293103448275865,32.07080459770115,15.022298850574717,11.777701149425287,0.7413793103448275
2020-02-23,32.7,2.7399999999999927,89.08000000000001,23.77,1.359999999999993,20.45999999999999,2.03,51.72000000000001,17.600000000000005,0.7899999999999973,0.12,0.0,0.11,0.02,0.0,0.08701149425287356,20.259540229885054,32.07103448275863,0.08701149425287356,20.259540229885054,32.07103448275863,14.98436781609196,11.81149425287356,0.12057471264367815
2020-02-24,32.7,2.7399999999999927,89.08000000000001,23.77,1.359999999999993,20.45999999999999,2.03,51.70000000000002,17.600000000000005,0.7899999999999973,0.0,0.0,0.0,0.0,0.0,0.0,20.25793103448276,32.07103448275863,0.0,20.25793103448276,32.07103448275863,14.983793103448281,11.813103448275859,0.0016091954022988508
2020-02-25,32.89000000000001,2.689999999999993,89.09,23.99,1.359999999999993,20.659999999999997,2.09,51.710000000000015,17.820000000000007,0.7899999999999973,0.2,0.06,0.01,0.22,0.0,0.1688505747126437,20.426781609195405,32.22735632183908,0.1688505747126437,20.426781609195405,32.22735632183908,14.964482758620694,11.800574712643677,0.0
2020-02-26,44.71000000000001,5.879999999999993,106.84,28.91,5.359999999999993,32.77,5.45,69.43000000000002,22.670000000000005,4.549999999999997,12.13,3.54,17.75,4.92,4.0,10.29528735632184,30.670229885057477,42.31011494252874,10.29528735632184,30.670229885057477,42.31011494252874,19.852413793103455,11.639885057471263,0.051839080459770114
2020-02-27,34.040000000000006,5.629999999999993,117.31,26.75,5.729999999999993,23.96999999999999,4.3100000000000005,81.83000000000003,19.710000000000008,4.789999999999997,0.05,0.0,12.78,0.42,0.41,1.1601149425287354,25.60977011494253,36.13942528735632,1.1601149425287354,25.60977011494253,36.13942528735632,29.754022988505753,10.529655172413788,6.2205747126436775
2020-02-28,33.62000000000001,5.629999999999993,91.7,26.69,5.479999999999993,13.849999999999994,3.6000000000000005,57.02000000000002,10.510000000000009,4.509999999999997,0.66,0.0,1.91,2.63,0.0,1.0470114942528737,15.583333333333332,33.79275862068967,1.0470114942528737,15.583333333333332,33.79275862068967,32.07080459770115,18.20942528735632,11.073448275862068
2020-02-29,34.56,5.659999999999993,85.76,27.06,5.199999999999993,14.219999999999994,3.63,32.72000000000001,9.450000000000008,4.4099999999999975,1.06,0.03,0.16,1.24,0.0,0.9005747126436782,13.658850574712641,33.95195402298851,0.9005747126436782,13.658850574712641,33.95195402298851,32.07103448275863,20.293103448275865,2.8250574712643677
2020-03-01,34.56,5.659999999999993,84.33000000000001,27.03,5.199999999999993,14.099999999999993,3.63,32.610000000000014,9.430000000000009,4.4099999999999975,0.0,0.0,0.0,0.0,0.0,0.0,13.571839080459766,33.83137931034483,0.0,13.571839080459766,33.83137931034483,32.07103448275863,20.259540229885054,0.08701149425287356
2020-03-02,34.56,5.669999999999993,84.31,27.03,5.199999999999993,14.099999999999993,3.64,32.610000000000014,9.430000000000009,4.4099999999999975,0.0,0.01,0.0,0.0,0.0,0.0005747126436781609,13.572413793103445,33.83034482758622,0.0005747126436781609,13.572413793103445,33.83034482758622,32.22735632183908,20.25793103448276,0.0
2020-03-03,34.57000000000001,5.709999999999993,84.31,27.03,5.199999999999993,13.909999999999991,3.620000000000001,32.600000000000016,9.210000000000008,4.4099999999999975,0.01,0.04,0.0,0.0,0.0,0.008505747126436782,13.412068965517237,33.83885057471265,0.008505747126436782,13.412068965517237,33.83885057471265,42.31011494252874,20.426781609195405,0.1688505747126437
2020-03-04,34.55000000000001,5.539999999999993,84.28,26.96,4.959999999999994,1.779999999999993,0.0900000000000004,14.850000000000014,4.290000000000007,0.4099999999999973,0.0,0.01,0.0,0.0,0.0,0.0005747126436781609,3.117356321839078,33.787586206896556,0.0005747126436781609,3.117356321839078,33.787586206896556,36.13942528735632,30.670229885057477,10.29528735632184
2020-03-05,28.360000000000007,4.419999999999994,92.93,25.74,6.329999999999994,4.3899999999999935,0.1100000000000004,11.100000000000014,6.030000000000007,1.5399999999999974,2.66,0.02,9.03,2.16,1.54,2.86448275862069,4.821724137931033,30.431494252873566,2.86448275862069,4.821724137931033,30.431494252873566,33.79275862068967,25.60977011494253,1.1601149425287354
2020-03-06,18.530000000000005,3.709999999999993,72.33,14.93,13.499999999999991,4.679999999999993,0.1100000000000004,15.310000000000011,4.420000000000007,8.989999999999998,0.95,0.0,6.12,1.02,7.45,1.6978160919540228,5.4725287356321815,21.05586206896552,1.6978160919540228,5.4725287356321815,21.05586206896552,33.95195402298851,15.583333333333332,1.0470114942528737
2020-03-07,18.930000000000007,3.709999999999993,50.35,15.360000000000005,13.449999999999994,4.709999999999993,0.0800000000000004,17.630000000000013,5.910000000000007,9.039999999999996,1.09,0.0,2.48,2.73,0.05,1.3810344827586207,5.952988505747124,19.611839080459777,1.3810344827586207,5.952988505747124,19.611839080459777,33.83137931034483,13.658850574712641,0.9005747126436782
2020-03-08,20.200000000000006,3.809999999999993,50.37,16.330000000000002,13.449999999999994,6.0999999999999925,0.1800000000000004,17.760000000000012,6.900000000000008,9.039999999999996,1.39,0.1,0.13,0.99,0.0,1.0610344827586207,7.014022988505744,20.585862068965522,1.0610344827586207,7.014022988505744,20.585862068965522,33.83034482758622,13.571839080459766,0.0
2020-03-09,20.480000000000008,3.979999999999993,50.37,16.35,13.449999999999994,6.379999999999993,0.3400000000000004,17.760000000000012,6.920000000000007,9.039999999999996,0.28,0.17,0.0,0.02,0.0,0.18724137931034485,7.200689655172411,20.773103448275865,0.18724137931034485,7.200689655172411,20.773103448275865,33.83885057471265,13.572413793103445,0.0005747126436781609
2020-03-10,22.090000000000007,5.689999999999992,50.41,16.610000000000003,13.679999999999994,8.179999999999993,2.0700000000000003,17.810000000000013,7.400000000000007,9.269999999999998,1.81,1.77,0.05,0.48,0.23,1.3306896551724139,8.522873563218388,21.934942528735636,1.3306896551724139,8.522873563218388,21.934942528735636,33.787586206896556,13.412068965517237,0.008505747126436782
2020-03-11,10.070000000000007,2.249999999999993,32.739999999999995,11.73,9.699999999999992,8.289999999999994,2.16,17.890000000000015,7.440000000000007,9.289999999999996,0.11,0.1,0.08,0.04,0.02,0.0889655172413793,8.61126436781609,11.728620689655177,0.0889655172413793,8.61126436781609,11.728620689655177,30.431494252873566,3.117356321839078,0.0005747126436781609
2020-03-12,10.050000000000006,2.249999999999993,19.96,11.31,9.289999999999994,5.659999999999993,2.140000000000001,8.860000000000014,5.280000000000007,7.749999999999997,0.03,0.0,0.0,0.0,0.0,0.018620689655172412,5.765402298850573,10.587126436781611,0.018620689655172412,5.765402298850573,10.587126436781611,21.05586206896552,4.821724137931033,2.86448275862069
2020-03-13,9.390000000000006,2.249999999999993,18.05,8.680000000000001,9.289999999999994,4.709999999999993,2.140000000000001,2.7400000000000144,4.260000000000007,0.2999999999999974,0.0,0.0,0.0,0.0,0.0,0.0,4.067586206896549,9.540114942528739,0.0,4.067586206896549,9.540114942528739,19.611839080459777,5.4725287356321815,1.6978160919540228
2020-03-14,8.330000000000007,2.229999999999993,17.89,7.440000000000002,9.289999999999994,3.619999999999993,2.150000000000001,0.2600000000000142,1.5300000000000071,0.2499999999999973,0.0,0.01,0.0,0.0,0.0,0.0005747126436781609,2.6871264367816075,8.64011494252874,0.0005747126436781609,2.6871264367816075,8.64011494252874,20.585862068965522,5.952988505747124,1.3810344827586207
2020-03-15,8.610000000000008,2.279999999999993,17.89,7.500000000000002,9.289999999999994,2.509999999999993,2.1000000000000005,0.1300000000000142,0.6000000000000071,0.2499999999999973,0.28,0.05,0.0,0.06,0.0,0.18770114942528734,1.813793103448274,8.827816091954027,0.18770114942528734,1.813793103448274,8.827816091954027,20.773103448275865,7.014022988505744,1.0610344827586207
2020-03-16,8.970000000000008,2.789999999999993,17.89,7.510000000000002,9.289999999999994,2.5899999999999928,2.4500000000000006,0.1300000000000142,0.5900000000000071,0.2499999999999973,0.36,0.52,0.0,0.01,0.0,0.2551724137931034,1.8817241379310323,9.082413793103452,0.2551724137931034,1.8817241379310323,9.082413793103452,21.934942528735636,7.200689655172411,0.18724137931034485
2020-03-17,9.040000000000008,2.869999999999993,18.18,7.510000000000002,9.289999999999994,0.8599999999999929,0.8000000000000005,0.3700000000000142,0.1100000000000071,0.0199999999999973,0.08,0.12,0.29,0.0,0.0,0.07988505747126437,0.6309195402298831,9.15379310344828,0.07988505747126437,0.6309195402298831,9.15379310344828,11.728620689655177,8.522873563218388,1.3306896551724139
2020-03-18,9.050000000000008,2.859999999999993,18.18,7.510000000000002,9.289999999999994,0.7599999999999929,0.7000000000000005,0.2900000000000142,0.0700000000000071,0.0,0.01,0.0,0.0,0.0,0.0,0.0062068965517241385,0.5481609195402279,9.159425287356326,0.0062068965517241385,0.5481609195402279,9.159425287356326,10.587126436781611,8.61126436781609,0.0889655172413793
2020-03-19,6.390000000000008,2.8399999999999928,9.15,5.350000000000001,7.749999999999993,0.7299999999999929,0.7000000000000005,0.2900000000000142,0.0700000000000071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5295402298850556,6.294942528735636,0.0,0.5295402298850556,6.294942528735636,9.540114942528739,5.765402298850573,0.018620689655172412
