date,lluvia_14d_mtt,lluvia_14d_slp,lluvia_14d_tabasco,lluvia_14d_tuxtepec,lluvia_14d_yucatan,lluvia_7d_mtt,lluvia_7d_slp,lluvia_7d_tabasco,lluvia_7d_tuxtepec,lluvia_7d_yucatan,lluvia_mm_mtt,lluvia_mm_slp,lluvia_mm_tabasco,lluvia_mm_tuxtepec,lluvia_mm_yucatan,lluvia_mm_ponderada,lluvia_7d_ponderada,lluvia_14d_ponderada,lluvia_mm,lluvia_7d,lluvia_14d,lluvia_14d_lag6,lluvia_7d_lag7,lluvia_3d_lag7
2018-01-11,4.64,1.3,30.83,4.04,6.23,0.5700000000000001,0.21,1.06,2.39,0.42,0.0,0.0,0.02,0.0,0.0,0.0016091954022988508,0.9148275862068966,6.53632183908046,0.0016091954022988508,0.9148275862068966,6.53632183908046,5.9958620689655175,5.621494252873564,1.8917241379310346
2018-01-12,5.41,1.3,34.93,4.46,6.23,1.09,0.21,4.16,2.09,0.31,0.77,0.0,4.1,0.42,0.0,0.8850574712643677,1.4255172413793102,7.421379310344828,0.8850574712643677,1.4255172413793102,7.421379310344828,6.396666666666667,5.9958620689655175,0.374367816091954
2018-01-13,6.75,1.3,35.81,7.99,6.23,2.29,0.07,5.0200000000000005,4.0,0.2,1.34,0.0,0.88,3.53,0.0,1.5517241379310343,2.5764367816091953,8.973103448275863,1.5517241379310343,2.5764367816091953,8.973103448275863,6.4781609195402305,6.396666666666667,0.40080459770114946
2018-01-14,9.94,1.3,36.98,10.45,6.28,5.370000000000001,0.0,6.19,6.41,0.25,3.19,0.0,1.17,2.46,0.05,2.5294252873563217,5.024367816091955,11.502528735632184,2.5294252873563217,5.024367816091955,11.502528735632184,6.530804597701151,6.4781609195402305,0.08149425287356322
2018-01-15,8.12,0.89,32.5,9.85,0.89,5.63,0.01,6.24,6.76,0.11,0.33,0.01,0.05,0.35,0.02,0.2749425287356322,5.246666666666668,9.568735632183907,0.2749425287356322,5.246666666666668,9.568735632183907,6.534712643678161,4.322068965517242,0.05264367816091954
2018-01-16,16.93,9.63,29.38,10.26,0.49,15.329999999999998,8.92,6.22,7.67,0.07,9.7,8.91,0.0,0.91,0.0,6.700114942528735,11.94287356321839,15.340689655172415,6.700114942528735,11.94287356321839,15.340689655172415,6.534712643678161,3.3978160919540232,0.003908045977011495
2018-01-17,21.85,11.88,28.44,11.88,0.93,20.94,11.67,6.9,9.32,0.51,5.61,2.75,0.68,1.65,0.44,4.023563218390804,15.966436781609193,18.77137931034483,4.023563218390804,15.966436781609193,18.77137931034483,6.53632183908046,2.8049425287356327,0.0
2018-01-18,22.47,13.2,9.43,11.9,1.09,21.9,12.99,8.370000000000001,9.51,0.67,0.96,1.32,1.49,0.19,0.16,0.8357471264367816,16.800574712643673,17.715402298850574,0.8357471264367816,16.800574712643673,17.715402298850574,7.421379310344828,0.9148275862068966,0.0016091954022988508
2018-01-19,22.83,13.48,8.59,11.42,0.98,21.74,13.27,4.430000000000001,9.33,0.67,0.61,0.28,0.16,0.24,0.0,0.45172413793103444,16.367241379310343,17.792758620689657,0.45172413793103444,16.367241379310343,17.792758620689657,8.973103448275863,1.4255172413793102,0.8850574712643677
2018-01-20,25.340000000000003,13.5,8.66,11.13,0.87,23.05,13.43,3.640000000000001,7.13,0.67,2.65,0.16,0.09,1.33,0.0,1.905862068965517,16.721379310344826,19.297816091954022,1.905862068965517,16.721379310344826,19.297816091954022,11.502528735632184,2.5764367816091953,1.5517241379310343
2018-01-21,25.27,13.43,8.709999999999999,11.16,2.23,19.9,13.43,2.520000000000001,4.75,1.98,0.04,0.0,0.05,0.08,1.36,0.12172413793103451,14.313678160919538,19.338045977011493,0.12172413793103451,14.313678160919538,19.338045977011493,9.568735632183907,5.024367816091955,2.5294252873563217
2018-01-22,28.74,13.55,9.13,11.24,2.17,23.11,13.54,2.890000000000001,4.48,2.06,3.54,0.12,0.42,0.08,0.1,2.258390804597701,16.29712643678161,21.543793103448273,2.258390804597701,16.29712643678161,21.543793103448273,15.340689655172415,5.246666666666668,0.2749425287356322
2018-01-23,32.37,13.62,23.86,13.88,8.870000000000001,17.04,4.7,17.64,6.210000000000001,8.8,3.63,0.07,14.75,2.64,6.74,4.316781609195402,13.913793103448276,25.856666666666666,4.316781609195402,13.913793103448276,25.856666666666666,18.77137931034483,11.94287356321839,6.700114942528735
2018-01-24,44.53,14.15,48.5,22.98,16.87,23.59,2.48,41.6,13.66,16.36,12.16,0.53,24.64,9.1,8.0,11.693908045977013,21.584137931034476,37.55057471264367,11.693908045977013,21.584137931034476,37.55057471264367,17.715402298850574,15.966436781609193,4.023563218390804
2018-01-25,53.33,14.54,107.04,42.82,21.87,31.43,1.55,98.67,33.31,21.200000000000003,8.8,0.39,58.56,19.84,5.0,14.132298850574715,34.88068965517242,51.68126436781609,14.132298850574715,34.88068965517242,51.68126436781609,17.792758620689657,16.800574712643673,0.8357471264367816
2018-01-26,55.06,14.63,106.2,46.83,25.29,33.32,1.36,101.77,37.5,24.62,2.5,0.09,3.26,4.43,3.42,2.8304597701149423,37.25942528735632,53.62666666666667,2.8304597701149423,37.25942528735632,53.62666666666667,19.297816091954022,16.367241379310343,0.45172413793103444
2018-01-27,55.54,15.58,109.65,44.74,35.78,32.49,2.15,106.01,37.61,35.11,1.82,0.95,4.33,1.44,10.49,2.4003448275862067,37.75390804597701,54.47528735632184,2.4003448275862067,37.75390804597701,54.47528735632184,19.338045977011493,16.721379310344826,1.905862068965517
2018-01-28,88.58,26.25,142.07,50.53999999999999,43.16,68.68,12.82,139.55,45.79,41.18,36.23,10.67,33.59,8.26,7.43,27.749540229885056,65.38172413793103,79.69540229885057,27.749540229885056,65.38172413793103,79.69540229885057,21.543793103448273,14.313678160919538,0.12172413793103451
2018-01-29,127.23,31.880000000000003,228.38,67.53,47.74,104.12,18.34,225.49,63.05,45.68,38.98,5.64,86.36,17.34,4.6,34.92045977011494,98.04379310344828,114.34091954022989,34.92045977011494,98.04379310344828,114.34091954022989,25.856666666666666,16.29712643678161,2.258390804597701
2018-01-30,117.74,23.01,260.86,66.99000000000001,47.99,100.7,18.31,243.22000000000003,60.78,39.19,0.21,0.04,32.48,0.37,0.25,2.828390804597701,96.55540229885058,110.46919540229885,2.828390804597701,96.55540229885058,110.46919540229885,37.55057471264367,13.913793103448276,4.316781609195402
2018-01-31,112.13,20.27,262.71,65.36,47.55,88.53999999999999,17.79,221.11,51.7,31.19,0.0,0.01,2.53,0.02,0.0,0.20781609195402298,85.0693103448276,106.65344827586206,0.20781609195402298,85.0693103448276,106.65344827586206,51.68126436781609,21.584137931034476,11.693908045977013
2018-02-01,111.17,18.950000000000003,261.23,65.17,47.39,79.73999999999998,17.4,162.56,31.86,26.19,0.0,0.0,0.01,0.0,0.0,0.0008045977011494254,70.93781609195402,105.81850574712644,0.0008045977011494254,70.93781609195402,105.81850574712644,53.62666666666667,34.88068965517242,14.132298850574715
