date,usd_mxn,usd_mxn_lag1,usd_mxn_lag3,usd_mxn_chg_3d,usd_mxn_chg_7d,usd_mxn_ma7,peso_debil_7d
2020-12-16,19.9513,20.1113,20.1075,-0.1562000000000019,0.129999999999999,19.985085714285713,0
2020-12-17,19.8173,19.9513,20.1778,-0.3605000000000018,0.06360000000000099,19.99417142857143,0
2020-12-18,19.9487,19.8173,20.1113,-0.1626000000000012,0.11189999999999856,20.010157142857143,0
2020-12-21,20.0905,19.9487,19.9513,0.13919999999999888,0.13329999999999842,20.0292,1
2020-12-22,20.0562,20.0905,19.8173,0.238900000000001,-0.051300000000001234,20.021871428571426,1
2020-12-23,20.1175,20.0562,19.9487,0.16880000000000095,-0.060300000000001575,20.013257142857146,1
2020-12-24,19.8517,20.1175,20.0905,-0.23879999999999768,-0.25959999999999894,19.97617142857143,0
2020-12-28,20.0477,19.8517,20.0562,-0.008500000000001506,0.09639999999999915,19.989942857142857,1
2020-12-29,19.9487,20.0477,20.1175,-0.16880000000000095,0.1313999999999993,20.008714285714284,0
2020-12-30,19.9352,19.9487,19.8517,0.08349999999999724,-0.013500000000000512,20.006785714285712,0
2020-12-31,19.9087,19.9352,20.0477,-0.13899999999999935,-0.18179999999999907,19.980814285714285,0
2021-01-04,19.8457,19.9087,19.9487,-0.10299999999999798,-0.2104999999999997,19.950742857142853,0
2021-01-05,19.9437,19.8457,19.9352,0.008500000000001506,-0.17379999999999995,19.92591428571429,1
2021-01-06,19.725,19.9437,19.9087,-0.1836999999999982,-0.1266999999999996,19.907814285714284,0
2021-01-07,19.91,19.725,19.8457,0.06429999999999936,-0.13769999999999882,19.88814285714286,1
2021-01-08,19.9705,19.91,19.9437,0.02680000000000149,0.021800000000002484,19.891257142857143,1
2021-01-11,20.113,19.9705,19.725,0.3879999999999981,0.1778000000000013,19.916657142857144,1
2021-01-12,19.9373,20.113,19.91,0.027300000000000324,0.028600000000000847,19.92074285714286,1
2021-01-13,19.7935,19.9373,19.9705,-0.1769999999999996,-0.052199999999999136,19.913285714285713,0
2021-01-14,19.7793,19.7935,20.113,-0.33370000000000033,-0.16440000000000055,19.8898,0
2021-01-15,19.7875,19.7793,19.9373,-0.14979999999999905,0.0625,19.89872857142857,0
