date,mx_truck_seedless_lb,mx_boat_seedless_lb,cb_boat_seedless_lb,pe_boat_seedless_lb,other_seedless_lb,organic_mx_truck_seedless_lb,total_seedless_lb,total_seedless_loads
2026-03-16,1231117,129569,1283115,216568,38469,7172,2906010,291
