date,total_seedless_lb,mx_seedless_lb,colombia_seedless_lb,peru_seedless_lb,truck_seedless_lb,boat_seedless_lb,import_total,import_vs_mx_ratio,colombia_seedless_lb_lag3,colombia_seedless_lb_lag5,colombia_seedless_lb_lag7,colombia_seedless_lb_sum7d,peru_seedless_lb_lag3,peru_seedless_lb_lag5,peru_seedless_lb_lag7,peru_seedless_lb_sum7d,import_total_lag3,import_total_lag5,import_total_lag7,import_total_sum7d,import_zscore_30d
2022-06-29,7889325,7753519,96206,39600,7450055,439270,135806,0.017515399457278757,0.0,191831.0,435794.0,930296.0,0.0,0.0,0.0,71280.0,0.0,191831.0,435794.0,1001576.0,-0.3596978296030402
2022-06-30,10385518,10141320,244198,0,9809992,575526,244198,0.024079506013072655,150920.0,51093.0,0.0,1174494.0,31680.0,0.0,0.0,71280.0,182600.0,51093.0,0.0,1245774.0,0.25847622225210015
2022-07-01,7849336,7661546,148190,39600,7661546,187790,187790,0.024510715655728536,440246.0,0.0,191831.0,1130853.0,0.0,0.0,0.0,110880.0,440246.0,0.0,191831.0,1241733.0,-0.02769367134299226
2022-07-03,221530,221530,0,0,221530,0,0,0.0,96206.0,150920.0,51093.0,1079760.0,39600.0,31680.0,0.0,110880.0,135806.0,182600.0,51093.0,1190640.0,-0.9905567587676292
2022-07-05,3111672,2523495,495224,0,2221928,889744,495224,0.19624520902747616,244198.0,440246.0,0.0,1574984.0,0.0,0.0,0.0,110880.0,244198.0,440246.0,0.0,1685864.0,1.5828144917007716
2022-07-06,6094409,6041950,52459,0,5815926,278483,52459,0.008682460350969414,148190.0,96206.0,150920.0,1476523.0,39600.0,39600.0,31680.0,79200.0,187790.0,135806.0,182600.0,1555723.0,-0.7704485395148335
2022-07-07,11329497,10861786,344606,39600,10312388,1017109,384206,0.03537226425080882,0.0,244198.0,440246.0,1380883.0,0.0,0.0,0.0,118800.0,0.0,244198.0,440246.0,1499683.0,0.9557795606348922
2022-07-08,8069485,7921645,147840,0,7765971,303514,147840,0.01866278801148145,495224.0,148190.0,96206.0,1432517.0,0.0,39600.0,39600.0,79200.0,495224.0,187790.0,135806.0,1511717.0,-0.24298755262659746
2022-07-09,809675,809675,0,0,809675,0,0,0.0,52459.0,0.0,244198.0,1188319.0,0.0,0.0,0.0,79200.0,52459.0,0.0,244198.0,1267519.0,-0.9784435434238401
2022-07-11,4944036,4696534,204358,0,4518211,425825,204358,0.04351250443145851,344606.0,495224.0,148190.0,1244487.0,39600.0,0.0,39600.0,39600.0,384206.0,495224.0,187790.0,1284087.0,0.09354471278345529
2022-07-12,5057125,4375672,583436,0,4375672,681453,583436,0.13333628906913292,147840.0,52459.0,0.0,1827923.0,0.0,0.0,0.0,39600.0,147840.0,52459.0,0.0,1867523.0,1.8864181029786862
2022-07-13,8951345,8686976,261975,0,8514577,436768,261975,0.030157211190958603,0.0,344606.0,495224.0,1594674.0,0.0,39600.0,0.0,39600.0,0.0,384206.0,495224.0,1634274.0,0.26192211424998335
2022-07-14,10462123,9856807,605316,0,9414622,1047501,605316,0.06141095575768545,204358.0,147840.0,52459.0,2147531.0,0.0,0.0,0.0,39600.0,204358.0,147840.0,52459.0,2187131.0,1.9773048301283047
2022-07-15,10156315,9963126,193189,0,9648353,507962,193189,0.01939039821533942,583436.0,0.0,344606.0,1996114.0,0.0,0.0,39600.0,0.0,583436.0,0.0,384206.0,1996114.0,-0.0877152009625969
2022-07-18,2500671,2364271,49280,0,2317345,183326,49280,0.020843625437343926,261975.0,204358.0,147840.0,1897554.0,0.0,0.0,0.0,0.0,261975.0,204358.0,147840.0,1897554.0,-0.7533091228701783
2022-07-19,3289754,2942674,344812,0,2942674,347080,344812,0.11717637863508543,605316.0,583436.0,0.0,2242366.0,0.0,0.0,0.0,0.0,605316.0,583436.0,0.0,2242366.0,0.7130662185539183
2022-07-20,10075064,9780874,252610,0,9538155,536909,252610,0.025826932661955092,193189.0,261975.0,204358.0,2290618.0,0.0,0.0,0.0,0.0,193189.0,261975.0,204358.0,2290618.0,0.19762224073033746
2022-07-21,8462082,7863462,598620,0,7586034,876048,598620,0.07612676501434545,49280.0,605316.0,583436.0,2305802.0,0.0,0.0,0.0,0.0,49280.0,605316.0,583436.0,2305802.0,1.829543223971317
2022-07-22,3712729,3709856,0,0,3491785,220944,0,0.0,344812.0,193189.0,261975.0,2043827.0,0.0,0.0,0.0,0.0,344812.0,193189.0,261975.0,2043827.0,-1.1123360255790937
2022-07-25,2840458,2735705,104720,0,2568059,272399,104720,0.03827896711123198,252610.0,49280.0,605316.0,1543231.0,0.0,0.0,0.0,0.0,252610.0,49280.0,605316.0,1543231.0,-0.5797630034899851
2022-07-26,5204306,4950958,197908,55440,4663693,540613,253348,0.05117150030933401,598620.0,344812.0,193189.0,1547950.0,0.0,0.0,0.0,55440.0,598620.0,344812.0,193189.0,1603390.0,0.18209174409613393
2022-07-27,8542829,8436776,98296,0,8173630,369199,98296,0.011650894648513288,0.0,252610.0,49280.0,1596966.0,0.0,0.0,0.0,55440.0,0.0,252610.0,49280.0,1652406.0,-0.6183337807150135
2022-07-28,7506825,7063127,400017,0,6775849,730976,400017,0.0566345392579605,104720.0,598620.0,344812.0,1652171.0,0.0,0.0,0.0,55440.0,104720.0,598620.0,344812.0,1707611.0,0.8964188740435861
2022-07-29,5088767,4982748,102877,0,4831826,256941,102877,0.02064663502014651,197908.0,0.0,252610.0,1502438.0,55440.0,0.0,0.0,55440.0,253348.0,0.0,252610.0,1557878.0,-0.6204266839484006
2022-08-01,2737934,2583809,154125,0,2583809,154125,154125,0.05965028388310286,98296.0,104720.0,598620.0,1057943.0,0.0,0.0,0.0,55440.0,98296.0,104720.0,598620.0,1113383.0,-0.3822790140547428
2022-08-02,3443354,3256801,142483,0,3155777,287577,142483,0.043749359033800644,400017.0,197908.0,0.0,1200426.0,0.0,55440.0,0.0,55440.0,400017.0,253348.0,0.0,1255866.0,-0.4357235180949411
2022-08-03,6830644,6728005,102639,0,6379494,451150,102639,0.015255485800696373,102877.0,98296.0,104720.0,1198345.0,0.0,0.0,0.0,55440.0,102877.0,98296.0,104720.0,1253785.0,-0.6676183106994488
2022-08-04,9468940,9176241,204741,0,9122341,343781,204741,0.02231207503027928,154125.0,400017.0,197908.0,1205178.0,0.0,0.0,55440.0,0.0,154125.0,400017.0,253348.0,1205178.0,-0.14784537533306147
2022-08-05,4384899,4136992,243223,0,3785175,599724,243223,0.05879221937286333,142483.0,102877.0,98296.0,1350105.0,0.0,0.0,0.0,0.0,142483.0,102877.0,98296.0,1350105.0,0.05824467399040358
2022-08-08,2603384,2548930,54454,0,2453890,149494,54454,0.021363465703857814,102639.0,154125.0,400017.0,1004542.0,0.0,0.0,0.0,0.0,102639.0,154125.0,400017.0,1004542.0,-0.9453862292771587
2022-08-09,3982805,3621189,361616,0,3573610,409195,361616,0.09986109538577098,204741.0,142483.0,102877.0,1263281.0,0.0,0.0,0.0,0.0,204741.0,142483.0,102877.0,1263281.0,0.7602567739935736
2022-08-10,9039784,8988691,51093,0,8803768,236016,51093,0.005684141808396595,243223.0,102639.0,154125.0,1160249.0,0.0,0.0,0.0,0.0,243223.0,102639.0,154125.0,1160249.0,-0.9492433826887523
2022-08-11,7944051,7721624,199672,0,7543385,400666,199672,0.02585880562705389,54454.0,204741.0,142483.0,1217438.0,0.0,0.0,0.0,0.0,54454.0,204741.0,142483.0,1217438.0,-0.12218227518216962
2022-08-12,4366051,4239637,106814,0,4192711,173340,106814,0.02519413214052709,361616.0,243223.0,102639.0,1221613.0,0.0,0.0,0.0,0.0,361616.0,243223.0,102639.0,1221613.0,-0.673824872447202
2022-08-13,90787,90787,0,0,90787,0,0,0.0,51093.0,54454.0,204741.0,1016872.0,0.0,0.0,0.0,0.0,51093.0,54454.0,204741.0,1016872.0,-1.208973802276368
2022-08-15,2680876,2576514,101968,0,2389404,291472,101968,0.03957593881657976,199672.0,361616.0,243223.0,875617.0,0.0,0.0,0.0,0.0,199672.0,361616.0,243223.0,875617.0,-0.6324001654065905
2022-08-16,3383504,3147488,192456,0,3018097,365407,192456,0.06114588486250468,106814.0,51093.0,54454.0,1013619.0,0.0,0.0,0.0,0.0,106814.0,51093.0,54454.0,1013619.0,-0.06788860752122106
2022-08-17,12428005,12164890,250076,0,12116992,311013,250076,0.020557192004433084,0.0,199672.0,361616.0,902079.0,0.0,0.0,0.0,0.0,0.0,199672.0,361616.0,902079.0,0.2548816456745615
2022-08-18,8475014,8279744,195270,0,8223862,251152,195270,0.023584059654011082,101968.0,106814.0,51093.0,1046256.0,0.0,0.0,0.0,0.0,101968.0,106814.0,51093.0,1046256.0,-0.11333883663980884
2022-08-19,4784656,4770422,0,0,4589694,194962,0,0.0,192456.0,0.0,199672.0,846584.0,0.0,0.0,0.0,0.0,192456.0,0.0,199672.0,846584.0,-1.2323850475929667
2022-08-20,50532,50532,0,0,50532,0,0,0.0,250076.0,101968.0,106814.0,739770.0,0.0,0.0,0.0,0.0,250076.0,101968.0,106814.0,739770.0,-1.2004016251649559
2022-08-22,3196140,2894475,257121,0,2838593,357547,257121,0.08883162271858533,195270.0,192456.0,0.0,996891.0,0.0,0.0,0.0,0.0,195270.0,192456.0,0.0,996891.0,0.4467783814521497
2022-08-23,3857371,3624235,232958,0,3253368,603825,232958,0.06427782296737851,0.0,250076.0,101968.0,1127881.0,0.0,0.0,0.0,0.0,0.0,250076.0,101968.0,1127881.0,0.42918601189972116
2022-08-24,12090390,11889346,144787,0,11409300,681090,144787,0.012177876547803676,0.0,195270.0,192456.0,1080212.0,0.0,0.0,0.0,0.0,0.0,195270.0,192456.0,1080212.0,-0.21112352026861403
2022-08-25,9631235,9419166,204268,0,9323400,307835,204268,0.021686418767179732,257121.0,0.0,250076.0,1034404.0,0.0,0.0,0.0,0.0,257121.0,0.0,250076.0,1034404.0,0.1933401751055537
2022-08-26,4510291,4458587,50327,0,4412255,98036,50327,0.01128765429772834,232958.0,0.0,195270.0,889461.0,0.0,0.0,0.0,0.0,232958.0,0.0,195270.0,889461.0,-0.900565240499061
2022-08-29,3198530,3051152,47782,0,2616571,581959,47782,0.01566030939779159,144787.0,257121.0,0.0,937243.0,0.0,0.0,0.0,0.0,144787.0,257121.0,0.0,937243.0,-0.862678075871379
2022-08-30,4368835,4218406,150429,0,4059122,309713,150429,0.035660143746205616,204268.0,232958.0,0.0,1087672.0,0.0,0.0,0.0,0.0,204268.0,232958.0,0.0,1087672.0,0.03396467429962065
2022-08-31,13542486,13344728,152469,0,13249244,293242,152469,0.011425409987718746,50327.0,144787.0,257121.0,983020.0,0.0,0.0,0.0,0.0,50327.0,144787.0,257121.0,983020.0,0.0047011216257181665
2022-09-01,9197224,8754203,388531,0,8754203,443021,388531,0.04438221910295899,47782.0,204268.0,232958.0,1138593.0,0.0,0.0,0.0,0.0,47782.0,204268.0,232958.0,1138593.0,2.101840156003727
2022-09-02,4345294,4278737,0,0,4109725,235569,0,0.0,150429.0,50327.0,144787.0,993806.0,0.0,0.0,0.0,0.0,150429.0,50327.0,144787.0,993806.0,-1.3850427000884022
2022-09-05,212588,212588,0,0,212588,0,0,0.0,152469.0,47782.0,204268.0,789538.0,0.0,0.0,0.0,0.0,152469.0,47782.0,204268.0,789538.0,-1.318469782357489
2022-09-06,3068812,2756830,145508,0,2712698,356114,145508,0.05278089226361717,388531.0,150429.0,50327.0,884719.0,0.0,0.0,0.0,0.0,388531.0,150429.0,50327.0,884719.0,0.04117163751904369
2022-09-07,5412340,5258340,101640,0,4917230,495110,101640,0.01932929035983022,0.0,152469.0,47782.0,938577.0,0.0,0.0,0.0,0.0,0.0,152469.0,47782.0,938577.0,-0.38316157148612207
2022-09-08,5880833,5596050,196427,0,5319198,561635,196427,0.035101002474780874,0.0,388531.0,150429.0,984575.0,0.0,0.0,0.0,0.0,0.0,388531.0,150429.0,984575.0,0.5185457215488474
2022-09-09,8812026,8432323,321733,0,8320559,491467,321733,0.03815472460498434,145508.0,0.0,152469.0,1153839.0,0.0,0.0,0.0,0.0,145508.0,0.0,152469.0,1153839.0,1.5914955836392015
2022-09-10,71755,71755,0,0,71755,0,0,0.0,101640.0,0.0,388531.0,765308.0,0.0,0.0,0.0,0.0,101640.0,0.0,388531.0,765308.0,-1.2979492521256022
2022-09-12,3067878,2896793,96206,0,2757438,310440,96206,0.033211198310960324,196427.0,145508.0,0.0,861514.0,0.0,0.0,0.0,0.0,196427.0,145508.0,0.0,861514.0,-0.4063534968188882
2022-09-13,2552693,2135862,358118,0,1979748,572615,358118,0.1676689937510037,321733.0,101640.0,0.0,1219632.0,0.0,0.0,0.0,0.0,321733.0,101640.0,0.0,1219632.0,1.817227224894005
2022-09-14,8153081,7915815,94827,0,7251131,901950,94827,0.011979434590192597,0.0,196427.0,145508.0,1168951.0,0.0,0.0,0.0,0.0,0.0,196427.0,145508.0,1168951.0,-0.4466914875993305
2022-09-15,8710722,8272962,310851,0,8217080,493642,310851,0.03757432494258708,96206.0,321733.0,101640.0,1378162.0,0.0,0.0,0.0,0.0,96206.0,321733.0,101640.0,1378162.0,1.4633606671697514
2022-09-16,8418718,8321987,96731,0,8247561,171157,96731,0.011623544758776388,358118.0,0.0,196427.0,1278466.0,0.0,0.0,0.0,0.0,358118.0,0.0,196427.0,1278466.0,-0.4437539810925963
2022-09-17,35640,35640,0,0,35640,0,0,0.0,94827.0,96206.0,321733.0,956733.0,0.0,0.0,0.0,0.0,94827.0,96206.0,321733.0,956733.0,-1.2173215981471373
2022-09-19,1999319,1758126,0,55440,1714170,285149,55440,0.03153355815592389,310851.0,358118.0,0.0,956733.0,0.0,0.0,0.0,55440.0,310851.0,358118.0,0.0,1012173.0,-0.7145226263624805
2022-09-20,3803176,3464407,294034,0,3201648,601528,294034,0.08487279789216512,96731.0,94827.0,96206.0,1154561.0,0.0,0.0,0.0,55440.0,96731.0,94827.0,96206.0,1210001.0,1.2571427584033723
2022-09-21,8478915,8325194,101988,0,7997476,481439,101988,0.012250523861603241,0.0,310851.0,358118.0,898431.0,0.0,0.0,0.0,55440.0,0.0,310851.0,358118.0,953871.0,-0.3960876036613385
2022-09-22,10637334,10436069,145244,0,10276407,360927,145244,0.013917499595154115,0.0,96731.0,94827.0,948848.0,55440.0,0.0,0.0,55440.0,55440.0,96731.0,94827.0,1004288.0,-0.010197595818466855
2022-09-23,5405780,5032823,362454,0,5032823,372957,362454,0.07201801612772471,294034.0,0.0,310851.0,1000451.0,0.0,0.0,0.0,55440.0,294034.0,0.0,310851.0,1055891.0,1.753983803000462
2022-09-26,5522755,5377753,51975,0,5377753,145002,51975,0.009664815460134472,101988.0,0.0,96731.0,955695.0,0.0,55440.0,0.0,55440.0,101988.0,55440.0,96731.0,1011135.0,-0.7656666886676714
2022-09-27,4274131,3884335,344916,0,3791968,482163,344916,0.0887966437506951,145244.0,294034.0,0.0,1300611.0,0.0,0.0,0.0,55440.0,145244.0,294034.0,0.0,1356051.0,1.51544665826593
2022-09-28,10848104,10654873,144582,0,10512861,335243,144582,0.01356956450165436,362454.0,101988.0,0.0,1445193.0,0.0,0.0,55440.0,0.0,362454.0,101988.0,55440.0,1445193.0,-0.14212492822131942
2022-09-29,8715321,8327725,328240,0,7977908,737413,328240,0.03941532178172048,51975.0,145244.0,294034.0,1479399.0,0.0,0.0,0.0,0.0,51975.0,145244.0,294034.0,1479399.0,1.3331319836193538
2022-09-30,4600132,4535373,0,220,4535373,64539,220,4.850757622193892e-05,344916.0,362454.0,101988.0,1377411.0,0.0,0.0,0.0,220.0,344916.0,362454.0,101988.0,1377631.0,-1.239439181173066
2022-10-03,1710021,1570030,47782,0,1475500,234521,47782,0.030433793982411812,144582.0,51975.0,145244.0,1279949.0,0.0,0.0,0.0,220.0,144582.0,51975.0,145244.0,1280169.0,-0.8260176983876477
2022-10-04,3947720,3555111,351995,0,3397906,549814,351995,0.09901094536543434,328240.0,344916.0,362454.0,1269490.0,0.0,0.0,0.0,220.0,328240.0,344916.0,362454.0,1269710.0,1.4662478228191203
2022-10-05,11678269,11586377,0,0,11495180,183089,0,0.0,0.0,144582.0,51975.0,1217515.0,220.0,0.0,0.0,220.0,220.0,144582.0,51975.0,1217735.0,-1.1665454906766555
2022-10-06,7734998,7429121,303173,0,7373239,361759,303173,0.040808725445617935,47782.0,328240.0,344916.0,1175772.0,0.0,0.0,0.0,220.0,47782.0,328240.0,344916.0,1175992.0,1.0246730581544043
2022-10-07,4087838,4087838,0,0,3827353,260485,0,0.0,351995.0,0.0,144582.0,1031190.0,0.0,220.0,0.0,220.0,351995.0,220.0,144582.0,1031410.0,-1.1557252273904235
2022-10-08,255438,255438,0,0,255438,0,0,0.0,0.0,47782.0,328240.0,702950.0,0.0,0.0,0.0,220.0,0.0,47782.0,328240.0,703170.0,-1.0948471619104685
2022-10-11,2577590,2145164,296974,0,2145164,432426,296974,0.13843876811340852,303173.0,351995.0,0.0,999924.0,0.0,0.0,220.0,0.0,303173.0,351995.0,220.0,999924.0,1.0600023788252797
2022-10-12,5027917,5025141,0,0,5025141,2776,0,0.0,0.0,0.0,47782.0,952142.0,0.0,0.0,0.0,0.0,0.0,0.0,47782.0,952142.0,-1.1069189961666912
2022-10-13,10486553,10339190,49144,0,10098613,387940,49144,0.004753176529962547,0.0,303173.0,351995.0,649291.0,0.0,0.0,0.0,0.0,0.0,303173.0,351995.0,649291.0,-0.7692161526262193
2022-10-14,7804676,7370547,325134,0,7035255,769421,325134,0.0441125951557469,296974.0,0.0,0.0,974425.0,0.0,0.0,0.0,0.0,296974.0,0.0,0.0,974425.0,1.1926597213228807
2022-10-17,3822883,3708190,51251,0,3708190,114693,51251,0.013821024860909269,0.0,0.0,303173.0,722503.0,0.0,0.0,0.0,0.0,0.0,0.0,303173.0,722503.0,-0.7597393778258758
2022-10-18,4007926,3680904,145332,0,3487924,520002,145332,0.03948268156879898,49144.0,296974.0,0.0,867835.0,0.0,0.0,0.0,0.0,49144.0,296974.0,0.0,867835.0,-0.07587793936386623
2022-10-19,5240321,5091405,95302,0,4876261,364060,95302,0.018718208683416723,325134.0,0.0,0.0,963137.0,0.0,0.0,0.0,0.0,325134.0,0.0,0.0,963137.0,-0.388448565888131
2022-10-20,9815790,9353335,420475,0,9241571,574219,420475,0.04495454883690696,51251.0,49144.0,296974.0,1086638.0,0.0,0.0,0.0,0.0,51251.0,49144.0,296974.0,1086638.0,1.8124528991911595
2022-10-21,8801029,8694683,96292,0,8416433,384596,96292,0.011074813069687179,145332.0,325134.0,0.0,1182930.0,0.0,0.0,0.0,0.0,145332.0,325134.0,0.0,1182930.0,-0.46441321090978926
2022-10-24,1986564,1745739,104128,0,1502465,484099,104128,0.05964691191128117,95302.0,51251.0,49144.0,1237914.0,0.0,0.0,0.0,0.0,95302.0,51251.0,49144.0,1237914.0,-0.3614924901167186
2022-10-25,2912620,2610389,195802,0,2046909,865711,195802,0.07500871517282857,420475.0,145332.0,325134.0,1108582.0,0.0,0.0,0.0,0.0,420475.0,145332.0,325134.0,1108582.0,0.2797798366085627
2022-10-26,9434639,9384204,50435,0,9328322,106317,50435,0.005374456333807712,96292.0,95302.0,51251.0,1107766.0,0.0,0.0,0.0,0.0,96292.0,95302.0,51251.0,1107766.0,-0.7234268865488616
2022-10-27,7758000,7623843,47782,0,7623843,134157,47782,0.0062674419885821375,104128.0,420475.0,145332.0,1010216.0,0.0,0.0,0.0,0.0,104128.0,420475.0,145332.0,1010216.0,-0.7259435671338393
2022-10-28,3884429,3822127,53295,0,3733643,150786,53295,0.013943803033284076,195802.0,96292.0,95302.0,968209.0,0.0,0.0,0.0,0.0,195802.0,96292.0,95302.0,968209.0,-0.7070904774438611
2022-10-31,2970870,2608249,265323,0,2608249,362621,265323,0.10172452794018978,50435.0,104128.0,420475.0,813057.0,0.0,0.0,0.0,0.0,50435.0,104128.0,420475.0,813057.0,0.8086315955071361
2022-11-01,4069134,3770057,194612,0,3397379,671755,194612,0.05162042599875121,47782.0,195802.0,96292.0,911377.0,0.0,0.0,0.0,0.0,47782.0,195802.0,96292.0,911377.0,0.3165150882995245
2022-11-02,7692014,7685135,0,0,7462049,229965,0,0.0,53295.0,50435.0,104128.0,807249.0,0.0,0.0,0.0,0.0,53295.0,50435.0,104128.0,807249.0,-1.097826612485616
2022-11-03,6834643,6692528,110880,0,6644627,189739,110880,0.01656772798444355,265323.0,47782.0,195802.0,722327.0,0.0,0.0,0.0,0.0,265323.0,47782.0,195802.0,722327.0,-0.27241327054474257
2022-11-04,5859517,5859517,0,0,5722561,136549,0,0.0,194612.0,53295.0,50435.0,671892.0,0.0,0.0,0.0,0.0,194612.0,53295.0,50435.0,671892.0,-1.0267925803411568
2022-11-07,3191353,3044685,98019,0,2905011,286342,98019,0.03219346756939796,0.0,265323.0,47782.0,722129.0,0.0,0.0,0.0,0.0,0.0,265323.0,47782.0,722129.0,-0.2991327755123916
2022-11-08,3802952,3510417,194445,54530,3239606,562976,248975,0.07092460214139741,110880.0,194612.0,53295.0,863279.0,0.0,0.0,0.0,54530.0,110880.0,194612.0,53295.0,917809.0,0.9009060037382155
2022-11-09,10150877,10012611,89617,0,9821647,329230,89617,0.008950411740712613,0.0,0.0,265323.0,687573.0,0.0,0.0,0.0,54530.0,0.0,0.0,265323.0,742103.0,-0.33462842929266423
2022-11-10,8265151,8143961,98424,0,8143961,121190,98424,0.012085518080757253,98019.0,110880.0,194612.0,591385.0,0.0,0.0,0.0,54530.0,98019.0,110880.0,194612.0,645915.0,-0.21468860256456185
2022-11-13,46,0,0,0,0,0,0,0.0,194445.0,0.0,0.0,591385.0,54530.0,0.0,0.0,54530.0,248975.0,0.0,0.0,645915.0,-1.01938686465121
2022-11-14,3472216,3419128,53088,0,3078920,393296,53088,0.015526761347699956,89617.0,98019.0,110880.0,533593.0,0.0,0.0,0.0,54530.0,89617.0,98019.0,110880.0,588123.0,-0.5872889038490884
2022-11-15,1566611,1227159,290803,0,1227159,339452,290803,0.23697235894259916,98424.0,194445.0,0.0,824396.0,0.0,54530.0,0.0,54530.0,98424.0,248975.0,0.0,878926.0,1.414946384770517
2022-11-16,4717653,4717653,0,0,4417680,299973,0,0.0,0.0,89617.0,98019.0,726377.0,0.0,0.0,0.0,54530.0,0.0,89617.0,98019.0,780907.0,-1.0343663114737254
2022-11-17,6857710,6754092,49144,0,6384394,473316,49144,0.007276180532308335,53088.0,98424.0,194445.0,581076.0,0.0,0.0,54530.0,0.0,53088.0,98424.0,248975.0,581076.0,-0.5698988113225857
2022-11-18,5962805,5896627,49280,0,5587756,375049,49280,0.008357318793045788,290803.0,0.0,89617.0,540739.0,0.0,0.0,0.0,0.0,290803.0,0.0,89617.0,540739.0,-0.5900452719956008
2022-11-21,2958365,2958365,0,0,2958365,0,0,0.0,0.0,53088.0,98424.0,442315.0,0.0,0.0,0.0,0.0,0.0,53088.0,98424.0,442315.0,-1.0259645838769986
2022-11-22,5478501,5233430,196425,0,5132010,346491,196425,0.03753273903869182,49144.0,290803.0,0.0,638740.0,0.0,0.0,0.0,0.0,49144.0,290803.0,0.0,638740.0,0.7693616843979196
2022-11-23,9474428,9276591,150566,0,8794290,680138,150566,0.01623074508397049,49280.0,0.0,53088.0,736218.0,0.0,0.0,0.0,0.0,49280.0,0.0,53088.0,736218.0,0.30763094499484633
2022-11-24,1062213,1062213,0,0,1062213,0,0,0.0,0.0,49144.0,290803.0,445415.0,0.0,0.0,0.0,0.0,0.0,49144.0,290803.0,445415.0,-1.0697678077640462
2022-11-25,12032967,11867936,151270,0,11647202,385765,151270,0.012746107432151012,196425.0,49280.0,0.0,596685.0,0.0,0.0,0.0,0.0,196425.0,49280.0,0.0,596685.0,0.40527578918451634
2022-11-28,5068623,4902744,149162,0,4902744,165879,149162,0.030424180739565286,150566.0,0.0,49144.0,696703.0,0.0,0.0,0.0,0.0,150566.0,0.0,49144.0,696703.0,0.3536031110694208
2022-11-29,3383240,2899911,391149,0,2850015,533225,391149,0.13488305852039648,0.0,196425.0,49280.0,1038572.0,0.0,0.0,0.0,0.0,0.0,196425.0,49280.0,1038572.0,2.3877784275872367
2022-11-30,5429198,5221490,207708,0,5173589,255609,207708,0.03977944230871987,151270.0,150566.0,0.0,1246280.0,0.0,0.0,0.0,0.0,151270.0,150566.0,0.0,1246280.0,0.7230030095447249
2022-12-01,6543368,6534465,0,0,6188131,355237,0,0.0,149162.0,0.0,196425.0,1049855.0,0.0,0.0,0.0,0.0,149162.0,0.0,196425.0,1049855.0,-1.0982301238284395
2022-12-02,6984127,6825089,157080,0,6489797,494330,157080,0.02301508111980941,391149.0,151270.0,150566.0,1056369.0,0.0,0.0,0.0,0.0,391149.0,151270.0,150566.0,1056369.0,0.42903076971578213
2022-12-05,3576391,3489174,0,0,3251232,325159,0,0.0,207708.0,149162.0,0.0,1056369.0,0.0,0.0,0.0,0.0,207708.0,149162.0,0.0,1056369.0,-1.0591625956958308
2022-12-06,3226444,2845639,287276,0,2845639,380805,287276,0.10095303692666677,0.0,391149.0,151270.0,1192375.0,0.0,0.0,0.0,0.0,0.0,391149.0,151270.0,1192375.0,1.6180947662074912
2022-12-07,9931509,9833490,98019,0,9833490,98019,98019,0.009967874074425858,157080.0,207708.0,149162.0,1141232.0,0.0,0.0,0.0,0.0,157080.0,207708.0,149162.0,1141232.0,-0.15479551180054765
2022-12-08,8052119,7694975,357144,0,7301164,750955,357144,0.04641262039023904,0.0,0.0,391149.0,1107227.0,0.0,0.0,0.0,0.0,0.0,0.0,391149.0,1107227.0,2.0187779462413387
2022-12-09,4352188,4247303,51040,0,3678360,673828,51040,0.012017034806079338,287276.0,157080.0,207708.0,950559.0,0.0,0.0,0.0,0.0,287276.0,157080.0,207708.0,950559.0,-0.6411987342635889
2022-12-12,2576168,2469347,52976,0,2237588,338580,52976,0.021453436291685092,98019.0,0.0,0.0,1003535.0,0.0,0.0,0.0,0.0,98019.0,0.0,0.0,1003535.0,-0.5750361212428252
2022-12-13,3328965,2928910,340868,0,2730541,598424,340868,0.11638045676362306,357144.0,287276.0,157080.0,1187323.0,0.0,0.0,0.0,0.0,357144.0,287276.0,157080.0,1187323.0,1.8327749174205052
2022-12-14,6624338,6580778,0,0,6580778,43560,0,0.0,51040.0,98019.0,0.0,1187323.0,0.0,0.0,0.0,0.0,51040.0,98019.0,0.0,1187323.0,-1.0298592756444505
2022-12-15,10066402,9802358,264044,0,9556112,510290,264044,0.026936781238067285,52976.0,357144.0,287276.0,1164091.0,0.0,0.0,0.0,0.0,52976.0,357144.0,287276.0,1164091.0,1.1190590308892259
2022-12-16,3595423,3535299,52853,0,3535299,60124,52853,0.01495007495827794,340868.0,51040.0,98019.0,1118925.0,0.0,0.0,0.0,0.0,340868.0,51040.0,98019.0,1118925.0,-0.637286285987564
2022-12-19,2726381,2527285,199096,0,2198966,527415,199096,0.07877857907652715,0.0,52976.0,357144.0,960877.0,0.0,0.0,0.0,0.0,0.0,52976.0,357144.0,960877.0,0.5483914894542066
2022-12-20,3640233,3253587,343086,0,2757744,882489,343086,0.10544850792417479,264044.0,340868.0,51040.0,1252923.0,0.0,0.0,0.0,0.0,264044.0,340868.0,51040.0,1252923.0,1.6561712191604632
2022-12-21,8873090,8718166,99484,55440,8718166,154924,154924,0.017770249181966805,52853.0,0.0,52976.0,1299431.0,0.0,0.0,0.0,55440.0,52853.0,0.0,52976.0,1354871.0,0.13419290015097182
2022-12-22,7680570,7536052,144518,0,7223848,456722,144518,0.01917688211587684,199096.0,264044.0,340868.0,1103081.0,0.0,0.0,0.0,55440.0,199096.0,264044.0,340868.0,1158521.0,0.03854543131211696
