date,total_seedless_lb,mx_seedless_lb,colombia_seedless_lb,peru_seedless_lb,truck_seedless_lb,boat_seedless_lb,import_total,import_vs_mx_ratio,colombia_seedless_lb_lag3,colombia_seedless_lb_lag5,colombia_seedless_lb_lag7,colombia_seedless_lb_sum7d,peru_seedless_lb_lag3,peru_seedless_lb_lag5,peru_seedless_lb_lag7,peru_seedless_lb_sum7d,import_total_lag3,import_total_lag5,import_total_lag7,import_total_sum7d,import_zscore_30d
2020-12-28,4264001,4264001,0,0,4264001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-29,2498153,2498153,0,0,2498153,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-30,3187778,3187778,0,0,3187778,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-31,3652668,3652668,0,0,3652668,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02,789731,789731,0,0,789731,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04,6950719,6896819,53900,0,6467267,483452,53900,0.007815195988876032,0.0,0.0,0.0,53900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53900.0,5.2941134104899055
2021-01-05,5573986,5476156,53900,0,4632971,941015,53900,0.009842668864314884,0.0,0.0,0.0,107800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107800.0,3.678498912659021
2021-01-06,6863018,6863018,0,0,6820250,42768,0,0.0,0.0,0.0,0.0,107800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107800.0,-0.26274992233278727
2021-01-07,6973373,6769662,203711,0,6042742,930631,203711,0.03009174902797968,53900.0,0.0,0.0,311511.0,0.0,0.0,0.0,0.0,53900.0,0.0,0.0,311511.0,4.958953475968703
2021-01-08,6063137,5960601,100142,0,5306466,756671,100142,0.016800652014679056,53900.0,0.0,0.0,411653.0,0.0,0.0,0.0,0.0,53900.0,0.0,0.0,411653.0,2.0469516290141394
2021-01-09,46200,46200,0,0,46200,0,0,0.0,0.0,53900.0,0.0,411653.0,0.0,0.0,0.0,0.0,0.0,53900.0,0.0,411653.0,-0.32501408001234183
2021-01-11,3900096,3795130,0,104544,3584150,315946,104544,0.02754687519350452,203711.0,53900.0,0.0,411653.0,0.0,0.0,0.0,104544.0,203711.0,53900.0,0.0,516197.0,1.9299823707962929
2021-01-12,3324970,3222602,49280,0,3166720,158250,49280,0.015291986012549483,100142.0,0.0,53900.0,407033.0,0.0,0.0,0.0,104544.0,100142.0,0.0,53900.0,511577.0,0.6687993746317867
2021-01-13,7519081,7431330,0,87751,7293280,225801,87751,0.011808248078305219,0.0,203711.0,53900.0,353133.0,0.0,0.0,0.0,192295.0,0.0,203711.0,53900.0,545428.0,1.4025196488407006
2021-01-14,5749822,5391202,352486,0,5131749,618073,352486,0.06538169681238121,0.0,100142.0,0.0,705619.0,104544.0,0.0,0.0,192295.0,104544.0,100142.0,0.0,897914.0,4.17911158748398
2021-01-15,2759418,2660669,98749,0,2429383,330035,98749,0.03711433586277141,49280.0,0.0,203711.0,600657.0,0.0,0.0,0.0,192295.0,49280.0,0.0,203711.0,792952.0,0.8048116246631548
2021-01-18,103950,103950,0,0,103950,0,0,0.0,0.0,0.0,100142.0,500515.0,87751.0,104544.0,0.0,192295.0,87751.0,104544.0,100142.0,692810.0,-0.4784075955636023
2021-01-19,3231224,3181944,49280,0,3181944,49280,49280,0.015487382717174559,352486.0,49280.0,0.0,549795.0,0.0,0.0,0.0,192295.0,352486.0,49280.0,0.0,742090.0,0.14115538010289283
2021-01-20,4962833,4909745,0,0,4402170,560663,0,0.0,98749.0,0.0,0.0,549795.0,0.0,87751.0,104544.0,87751.0,98749.0,87751.0,104544.0,637546.0,-0.5016279695372404
2021-01-21,8848496,8796822,49280,0,8227240,621256,49280,0.005602022457425823,0.0,352486.0,49280.0,549795.0,0.0,0.0,0.0,87751.0,0.0,352486.0,49280.0,637546.0,0.12023925503400723
2021-01-22,5904205,5857081,47124,0,5468898,435307,47124,0.00804564457181921,49280.0,98749.0,0.0,596919.0,0.0,0.0,87751.0,0.0,49280.0,98749.0,87751.0,596919.0,0.07176922240736863
2021-01-25,3938391,3790907,147484,0,3538919,399472,147484,0.03890466347376407,0.0,0.0,352486.0,391917.0,0.0,0.0,0.0,0.0,0.0,0.0,352486.0,391917.0,1.2947231750245995
2021-01-26,4419640,4124545,251535,0,3616039,803601,251535,0.06098489385255977,49280.0,49280.0,98749.0,544703.0,0.0,0.0,0.0,0.0,49280.0,49280.0,98749.0,544703.0,2.2890597142048237
2021-01-27,10006930,9956756,0,0,9408516,598414,0,0.0,47124.0,0.0,0.0,544703.0,0.0,0.0,0.0,0.0,47124.0,0.0,0.0,544703.0,-0.6401752947211293
2021-01-28,10251481,10213993,33352,0,10118458,133023,33352,0.0032653240250581704,147484.0,49280.0,49280.0,528775.0,0.0,0.0,0.0,0.0,147484.0,49280.0,49280.0,528775.0,-0.26634218559384804
2021-01-29,9620240,9620240,0,0,9335003,285237,0,0.0,251535.0,47124.0,0.0,528775.0,0.0,0.0,0.0,0.0,251535.0,47124.0,0.0,528775.0,-0.6571160121605583
2021-01-30,53130,53130,0,0,53130,0,0,0.0,0.0,147484.0,49280.0,479495.0,0.0,0.0,0.0,0.0,0.0,147484.0,49280.0,479495.0,-0.6571160121605583
2021-02-01,3575387,3481458,50369,0,3387166,188221,50369,0.014467784914313223,33352.0,251535.0,47124.0,482740.0,0.0,0.0,0.0,0.0,33352.0,251535.0,47124.0,482740.0,-0.08729491350020994
2021-02-02,3652528,3305597,346931,0,3021337,631191,346931,0.10495256834013089,0.0,0.0,147484.0,682187.0,0.0,0.0,0.0,0.0,0.0,0.0,147484.0,682187.0,2.803628291615574
2021-02-03,9010849,8949738,54736,0,8895838,115011,54736,0.006115932542837283,0.0,33352.0,251535.0,485388.0,0.0,0.0,0.0,0.0,0.0,33352.0,251535.0,485388.0,-0.16717508475666001
2021-02-04,5342023,5288158,49280,0,4574630,767393,49280,0.009318933110747994,50369.0,0.0,0.0,534668.0,0.0,0.0,0.0,0.0,50369.0,0.0,0.0,534668.0,-0.2414893626088475
2021-02-05,2188828,2136468,52360,0,1946540,242288,52360,0.024507727469951588,346931.0,0.0,33352.0,553676.0,0.0,0.0,0.0,0.0,346931.0,0.0,33352.0,553676.0,-0.22987075831281917
2021-02-06,130913,130913,0,0,130913,0,0,0.0,54736.0,50369.0,0.0,553676.0,0.0,0.0,0.0,0.0,54736.0,50369.0,0.0,553676.0,-0.7725281720523124
2021-02-08,2700153,2473700,147924,0,2473700,226453,147924,0.05979865796230021,49280.0,346931.0,0.0,701600.0,0.0,0.0,0.0,0.0,49280.0,346931.0,0.0,701600.0,0.7106347807859071
2021-02-09,3643317,3394677,246246,0,3005273,638044,246246,0.07253883873522025,52360.0,54736.0,50369.0,897477.0,0.0,0.0,0.0,0.0,52360.0,54736.0,50369.0,897477.0,1.5896072759342956
2021-02-10,10605670,10555391,49104,0,10159998,445672,49104,0.004652029976717113,0.0,49280.0,346931.0,599650.0,0.0,0.0,0.0,0.0,0.0,49280.0,346931.0,599650.0,-0.38487187337867323
2021-02-11,7506353,7326611,141990,0,6804481,701872,141990,0.019380035410637278,147924.0,52360.0,54736.0,686904.0,0.0,0.0,0.0,0.0,147924.0,52360.0,54736.0,686904.0,0.5149121710073021
2021-02-12,3527276,3426973,98613,0,3294223,233053,98613,0.028775531999950976,246246.0,0.0,49280.0,736237.0,0.0,0.0,0.0,0.0,246246.0,0.0,49280.0,736237.0,0.04938794688358734
2021-02-16,2701027,2557398,99649,0,2417320,283707,99649,0.038964979653155415,49104.0,147924.0,52360.0,783526.0,0.0,0.0,0.0,0.0,49104.0,147924.0,52360.0,783526.0,0.09723042032745434
2021-02-17,4122545,4070801,51744,0,3974353,148192,51744,0.012711008788931518,141990.0,246246.0,0.0,835270.0,0.0,0.0,0.0,0.0,141990.0,246246.0,0.0,835270.0,-0.3819276801434262
2021-02-18,8284771,7456801,149422,0,7456801,827970,149422,0.020038348879318508,98613.0,49104.0,147924.0,836768.0,0.0,0.0,0.0,0.0,98613.0,49104.0,147924.0,836768.0,0.5824000104958192
2021-02-19,4661824,4616662,0,42768,4469863,191961,42768,0.009263834072359192,99649.0,141990.0,246246.0,590522.0,0.0,0.0,0.0,42768.0,99649.0,141990.0,246246.0,633290.0,-0.5074298828425069
2021-02-20,1330285,1330285,0,0,1330285,0,0,0.0,51744.0,98613.0,49104.0,541418.0,0.0,0.0,0.0,42768.0,51744.0,98613.0,49104.0,584186.0,-0.9237865917412219
2021-02-22,2682447,2374579,256252,44035,2242909,439538,300287,0.12645899485382678,149422.0,99649.0,141990.0,655680.0,0.0,0.0,0.0,86803.0,149422.0,99649.0,141990.0,742483.0,1.942237283766033
2021-02-23,3013157,2963877,49280,0,2514853,498304,49280,0.01662686520835203,0.0,51744.0,98613.0,606347.0,42768.0,0.0,0.0,86803.0,42768.0,51744.0,98613.0,693150.0,-0.4040903239892499
2021-02-24,3546932,3396892,150040,0,3175440,371492,150040,0.04416977514452177,0.0,149422.0,99649.0,656738.0,0.0,0.0,0.0,86803.0,0.0,149422.0,99649.0,743541.0,0.654498990155796
2021-02-25,12654697,12449525,151705,0,12018835,635862,151705,0.01218560449610692,256252.0,0.0,51744.0,756699.0,44035.0,42768.0,0.0,86803.0,300287.0,42768.0,51744.0,843502.0,0.6240512437371104
2021-02-26,7660722,7553905,98945,0,7334237,326485,98945,0.013098521480145503,49280.0,0.0,149422.0,706222.0,0.0,0.0,0.0,86803.0,49280.0,0.0,149422.0,793025.0,0.038942766268654144
2021-02-27,50820,50820,0,0,50820,0,0,0.0,150040.0,256252.0,0.0,706222.0,0.0,44035.0,42768.0,44035.0,150040.0,300287.0,42768.0,750257.0,-1.0295876755198095
2021-03-01,2724489,2562811,100142,29304,2482027,242462,129446,0.05050936237226921,151705.0,49280.0,0.0,806364.0,0.0,0.0,0.0,73339.0,151705.0,49280.0,0.0,879703.0,0.340275646259539
2021-03-02,2879235,2328258,495537,55440,2328258,550977,550977,0.23664764100557542,98945.0,150040.0,256252.0,1045649.0,0.0,0.0,44035.0,84744.0,98945.0,150040.0,300287.0,1130393.0,3.534529374115579
2021-03-03,9610759,9505731,105028,0,9450291,160468,105028,0.011048912382549812,0.0,151705.0,49280.0,1101397.0,0.0,0.0,0.0,84744.0,0.0,151705.0,49280.0,1186141.0,-0.06784956364899149
2021-03-04,5477391,5287923,142450,0,4848491,628900,142450,0.026938738151304747,100142.0,98945.0,150040.0,1093807.0,29304.0,0.0,0.0,84744.0,129446.0,98945.0,150040.0,1178551.0,0.2710511450311241
2021-03-05,3185637,3133277,52360,0,3037445,148192,52360,0.01671093340584525,495537.0,0.0,151705.0,994462.0,55440.0,0.0,0.0,84744.0,550977.0,0.0,151705.0,1079206.0,-0.49550763819325533
2021-03-08,3208412,2926251,180226,0,2411581,796831,180226,0.06158936414225433,105028.0,100142.0,98945.0,1075743.0,0.0,29304.0,0.0,84744.0,105028.0,129446.0,98945.0,1160487.0,0.5361677093825928
2021-03-09,3744429,3511572,200200,29304,3299932,444497,229504,0.06535646560672383,142450.0,495537.0,0.0,1275943.0,0.0,55440.0,0.0,114048.0,142450.0,550977.0,0.0,1389991.0,0.8885567480504428
2021-03-10,6282462,6233959,48503,0,6137482,144980,48503,0.0077804477410827145,52360.0,105028.0,100142.0,1224304.0,0.0,0.0,29304.0,84744.0,52360.0,105028.0,129446.0,1309048.0,-0.6580344090524541
2021-03-11,5448637,5284481,161762,0,5068729,379908,161762,0.030610758064839656,180226.0,142450.0,495537.0,890529.0,0.0,0.0,55440.0,29304.0,180226.0,142450.0,550977.0,919833.0,0.277864430115583
2021-03-12,3270197,3016393,158622,44035,2882281,387916,202657,0.0671851886723021,200200.0,52360.0,105028.0,944123.0,29304.0,0.0,0.0,73339.0,229504.0,52360.0,105028.0,1017462.0,0.7095052162394239
2021-03-15,2046522,1606526,345763,0,1421790,624732,345763,0.21522389601917677,48503.0,180226.0,142450.0,1147436.0,0.0,0.0,0.0,73339.0,48503.0,180226.0,142450.0,1220775.0,1.8178729639584157
2021-03-16,3593711,3257903,250413,55440,2899921,693790,305853,0.09388029849866662,161762.0,200200.0,52360.0,1345489.0,0.0,29304.0,0.0,128779.0,161762.0,229504.0,52360.0,1474268.0,1.3668904901449148
2021-03-17,10139952,10036992,102960,0,9980936,159016,102960,0.01025805238680549,158622.0,48503.0,180226.0,1268223.0,44035.0,0.0,0.0,128779.0,202657.0,48503.0,180226.0,1397002.0,-0.3511895558719348
2021-03-18,6379971,6021459,350372,0,5767603,612368,350372,0.058187217053671365,345763.0,161762.0,200200.0,1418395.0,0.0,0.0,29304.0,99475.0,345763.0,161762.0,229504.0,1517870.0,1.6073222152398707
2021-03-19,4416260,4416260,0,0,4416260,0,0,0.0,250413.0,158622.0,48503.0,1369892.0,55440.0,44035.0,0.0,99475.0,305853.0,202657.0,48503.0,1469367.0,-1.2184706915727372
2021-03-20,53130,53130,0,0,53130,0,0,0.0,102960.0,345763.0,161762.0,1208130.0,0.0,0.0,0.0,99475.0,102960.0,345763.0,161762.0,1307605.0,-1.1373865258895
2021-03-22,2490079,2302032,98382,0,2222198,267881,98382,0.04273700681093625,350372.0,250413.0,158622.0,1147890.0,0.0,55440.0,44035.0,55440.0,350372.0,305853.0,202657.0,1203330.0,-0.3710033180165719
2021-03-23,2495677,1869273,597100,29304,1826505,669172,626404,0.33510550085220253,0.0,102960.0,345763.0,1399227.0,0.0,0.0,0.0,84744.0,0.0,102960.0,345763.0,1483971.0,3.0493094272899266
2021-03-24,9812171,9763283,48888,0,9535616,276555,48888,0.0050073315495073175,0.0,350372.0,250413.0,1197702.0,0.0,0.0,55440.0,29304.0,0.0,350372.0,305853.0,1227006.0,-0.7178299528050612
2021-03-25,5614305,5513351,98560,0,5313281,301024,98560,0.01787660211065791,98382.0,0.0,102960.0,1193302.0,0.0,0.0,0.0,29304.0,98382.0,0.0,102960.0,1222606.0,-0.3942658660798328
2021-03-26,4210290,4060083,148003,0,4012182,198108,148003,0.036453186682837105,597100.0,0.0,350372.0,990933.0,29304.0,0.0,0.0,29304.0,626404.0,0.0,350372.0,1020237.0,-0.09418778292358196
2021-03-27,95172,95172,0,0,95172,0,0,0.0,48888.0,98382.0,0.0,990933.0,0.0,0.0,0.0,29304.0,48888.0,98382.0,0.0,1020237.0,-1.014035434530698
2021-03-29,2252068,2121643,122285,0,1905887,346181,122285,0.057636907982677586,98560.0,597100.0,0.0,1113218.0,0.0,29304.0,0.0,29304.0,98560.0,626404.0,0.0,1142522.0,-0.2452945410378218
2021-03-30,2301142,2107102,147840,0,2107102,194040,147840,0.07016268307719177,148003.0,48888.0,98382.0,1162676.0,0.0,0.0,0.0,29304.0,148003.0,48888.0,98382.0,1191980.0,-0.11339884616906064
2021-03-31,6262972,5768976,200996,293000,5768976,493996,493996,0.08562973990015907,0.0,98560.0,597100.0,766572.0,0.0,0.0,29304.0,293000.0,0.0,98560.0,626404.0,1059572.0,2.0074682280309317
2021-04-01,10107733,9659075,281810,0,9449459,658274,281810,0.0291756685629143,122285.0,148003.0,48888.0,999494.0,0.0,0.0,0.0,293000.0,122285.0,148003.0,48888.0,1292494.0,0.6407455440725822
2021-04-02,2375372,2275395,99977,0,2112139,263233,99977,0.04393828590715638,147840.0,0.0,98560.0,1000911.0,0.0,0.0,0.0,293000.0,147840.0,0.0,98560.0,1293911.0,-0.4820918312599218
2021-04-05,2548599,2402697,97062,48840,2194513,354086,145902,0.060724235838211876,200996.0,122285.0,148003.0,949970.0,293000.0,0.0,0.0,341840.0,493996.0,122285.0,148003.0,1291810.0,-0.19520977539950674
2021-04-06,3386954,2932381,348533,0,2932381,454573,348533,0.11885661554326823,281810.0,147840.0,0.0,1298503.0,0.0,0.0,0.0,341840.0,281810.0,147840.0,0.0,1640343.0,0.9991034745310026
2021-04-07,7791486,7641846,94042,55598,7641846,149640,149640,0.01958165349293175,99977.0,200996.0,122285.0,1270260.0,0.0,293000.0,0.0,397438.0,99977.0,493996.0,122285.0,1667698.0,-0.2569172529087313
2021-04-08,7623237,7319615,303622,0,6966355,656882,303622,0.04148059133156712,97062.0,281810.0,147840.0,1426042.0,48840.0,0.0,0.0,397438.0,145902.0,281810.0,147840.0,1823480.0,0.6688115088251109
2021-04-09,2828952,2575082,249586,0,2519211,309741,249586,0.09692347780634644,348533.0,99977.0,200996.0,1474632.0,0.0,0.0,293000.0,104438.0,348533.0,99977.0,493996.0,1579070.0,0.4326395955154603
2021-04-12,2813961,2728060,85901,0,2356851,457110,85901,0.03148793227130918,94042.0,97062.0,281810.0,1278723.0,55598.0,48840.0,0.0,104438.0,149640.0,145902.0,281810.0,1383161.0,-0.6811887842009579
2021-04-13,2976647,2648446,267824,0,2648446,328201,267824,0.10112492339850486,303622.0,348533.0,99977.0,1446570.0,0.0,0.0,0.0,104438.0,303622.0,348533.0,99977.0,1551008.0,0.5298770005186919
2021-04-14,6222112,6121033,44352,55440,5960594,261518,99792,0.016303127870225847,249586.0,94042.0,97062.0,1393860.0,0.0,55598.0,48840.0,111038.0,249586.0,149640.0,145902.0,1504898.0,-0.6290109904874693
2021-04-15,5301828,5106468,195360,0,5009778,292050,195360,0.03825735552296509,85901.0,303622.0,348533.0,1240687.0,0.0,0.0,0.0,111038.0,85901.0,303622.0,348533.0,1351725.0,0.02312517416741192
2021-04-16,2761402,2598197,149154,0,2409406,351996,149154,0.05740671034309164,267824.0,249586.0,94042.0,1295799.0,0.0,0.0,55598.0,55440.0,267824.0,249586.0,149640.0,1351239.0,-0.2754552146499522
2021-04-19,3151859,2925507,148300,0,2744519,407340,148300,0.05069205074810939,44352.0,85901.0,303622.0,1140477.0,55440.0,0.0,0.0,55440.0,99792.0,85901.0,303622.0,1195917.0,-0.30879555350098276
2021-04-20,4105145,3645367,394548,52470,3339179,765966,447018,0.1226263027491326,195360.0,267824.0,249586.0,1285439.0,0.0,0.0,0.0,107910.0,195360.0,267824.0,249586.0,1393349.0,1.624527682885249
2021-04-21,10073021,9939994,133027,0,9840204,232817,133027,0.013383004719821288,149154.0,44352.0,85901.0,1332565.0,0.0,55440.0,0.0,107910.0,149154.0,99792.0,85901.0,1440475.0,-0.44160724580551375
2021-04-22,7325931,7073547,252384,0,7029380,296551,252384,0.03567997276614225,148300.0,195360.0,267824.0,1317125.0,0.0,0.0,0.0,107910.0,148300.0,195360.0,267824.0,1425035.0,0.3733842702906013
2021-04-23,3381389,3338727,42636,0,3144586,236803,42636,0.012770132817048889,394548.0,149154.0,44352.0,1315409.0,52470.0,0.0,55440.0,52470.0,447018.0,149154.0,99792.0,1367879.0,-0.9674157382778716
2021-04-24,327252,327252,0,0,327252,0,0,0.0,133027.0,148300.0,195360.0,1120049.0,0.0,0.0,0.0,52470.0,133027.0,148300.0,195360.0,1172519.0,-1.2031839357949028
2021-04-26,2619150,2563824,50435,0,2509924,109226,50435,0.019671779470127642,252384.0,394548.0,149154.0,1021330.0,0.0,52470.0,0.0,52470.0,252384.0,447018.0,149154.0,1073800.0,-0.8166355404833372
2021-04-27,3088399,2847371,192940,0,2771332,317067,192940,0.06776072813808663,42636.0,133027.0,148300.0,1065970.0,0.0,0.0,0.0,52470.0,42636.0,133027.0,148300.0,1118440.0,0.08089989093858944
2021-04-28,8348575,8172727,98470,55598,7883638,464937,154068,0.018851477744028677,0.0,252384.0,394548.0,769892.0,0.0,0.0,52470.0,55598.0,0.0,252384.0,447018.0,825490.0,-0.22155464536366162
2021-04-29,6914804,6721538,143986,0,6665656,249148,143986,0.021421582170392823,50435.0,42636.0,133027.0,780851.0,0.0,0.0,0.0,55598.0,50435.0,42636.0,133027.0,836449.0,-0.3033683675421895
2021-04-30,3717493,3528227,140426,48840,3518802,198691,189266,0.05364335864915759,192940.0,0.0,252384.0,668893.0,0.0,0.0,0.0,104438.0,192940.0,0.0,252384.0,773331.0,0.13823143095104315
2021-05-03,2111809,2060716,51093,0,1769533,342276,51093,0.02479379749863761,98470.0,50435.0,42636.0,677350.0,55598.0,0.0,0.0,104438.0,154068.0,50435.0,42636.0,781788.0,-1.039084480081592
2021-05-04,3156080,2553878,583502,0,2448289,707791,583502,0.22847676025371602,143986.0,192940.0,0.0,1260852.0,0.0,0.0,0.0,104438.0,143986.0,192940.0,0.0,1365290.0,2.8501842081157513
2021-05-05,11773948,11578302,98969,0,11338348,435600,98969,0.00854779841225437,140426.0,98470.0,50435.0,1309386.0,48840.0,55598.0,0.0,104438.0,189266.0,154068.0,50435.0,1413824.0,-0.637320374390376
2021-05-06,7226800,7127879,98921,0,6867175,359625,98921,0.013878039473167337,51093.0,143986.0,192940.0,1215367.0,0.0,0.0,0.0,104438.0,51093.0,143986.0,192940.0,1319805.0,-0.6782957742470124
2021-05-07,3518098,3419223,98875,0,3419223,98875,98875,0.02891738008390208,583502.0,140426.0,98470.0,1215772.0,0.0,48840.0,55598.0,48840.0,583502.0,189266.0,154068.0,1264612.0,-0.6705337666147154
2021-05-08,43956,43956,0,0,43956,0,0,0.0,98969.0,51093.0,143986.0,1071786.0,0.0,0.0,0.0,48840.0,98969.0,51093.0,143986.0,1120626.0,-1.320040008231782
2021-05-10,3385415,3284602,49280,48840,3232913,152502,98120,0.02987271216643229,98921.0,583502.0,140426.0,980640.0,0.0,0.0,48840.0,48840.0,98921.0,583502.0,189266.0,1029480.0,-0.5756511525733307
2021-05-11,4268895,3349734,880661,0,3004451,1264444,880661,0.262904677534193,98875.0,98969.0,51093.0,1810208.0,0.0,0.0,0.0,48840.0,98875.0,98969.0,51093.0,1859048.0,3.7927964747987866
2021-05-12,10844182,10844182,0,0,10656339,187843,0,0.0,0.0,98921.0,583502.0,1226706.0,0.0,0.0,0.0,48840.0,0.0,98921.0,583502.0,1275546.0,-1.024048183325295
2021-05-13,5904932,5800777,86361,0,5553880,351052,86361,0.014887830563417527,49280.0,98875.0,98969.0,1214098.0,48840.0,0.0,0.0,48840.0,98120.0,98875.0,98969.0,1262938.0,-0.5421418415441971
2021-05-14,2874440,2629468,244972,0,2469483,404957,244972,0.09316405707768374,880661.0,0.0,98921.0,1360149.0,0.0,0.0,0.0,48840.0,880661.0,0.0,98921.0,1408989.0,0.3377629621609109
2021-05-17,2475060,2325174,149347,0,2179798,295262,149347,0.0642304342683884,0.0,49280.0,98875.0,1410621.0,0.0,48840.0,0.0,48840.0,0.0,98120.0,98875.0,1459461.0,-0.18516598477536783
2021-05-18,4287876,3796574,444444,0,3701501,586375,444444,0.11706445941407716,86361.0,880661.0,0.0,1855065.0,0.0,0.0,0.0,48840.0,86361.0,880661.0,0.0,1903905.0,1.3661635317502903
2021-05-19,9281167,9183054,98113,0,9086857,194310,98113,0.010684135072696395,244972.0,0.0,49280.0,1903898.0,0.0,0.0,48840.0,0.0,244972.0,0.0,98120.0,1903898.0,-0.4504693937388873
2021-05-20,6024334,5978350,45984,0,5743049,281285,45984,0.0076917531272419435,149347.0,86361.0,880661.0,1069221.0,0.0,0.0,0.0,0.0,149347.0,86361.0,880661.0,1069221.0,-0.7172854905602924
2021-05-21,3464486,3365856,98630,0,3328157,136329,98630,0.029303086851283345,444444.0,244972.0,0.0,1167851.0,0.0,0.0,0.0,0.0,444444.0,244972.0,0.0,1167851.0,-0.4091237951901246
2021-05-24,2049197,1861519,0,42016,1615020,434177,42016,0.02257080235506468,98113.0,149347.0,86361.0,1081490.0,0.0,0.0,0.0,42016.0,98113.0,149347.0,86361.0,1123506.0,-0.6947364378878721
2021-05-25,3128056,2936172,145684,0,2842555,285501,145684,0.049616967392588925,45984.0,444444.0,244972.0,982202.0,0.0,0.0,0.0,42016.0,45984.0,444444.0,244972.0,1024218.0,-0.14011748270535343
2021-05-26,11955008,11845448,0,60280,11790119,164889,60280,0.005088874216587315,98630.0,98113.0,149347.0,832855.0,0.0,0.0,0.0,102296.0,98630.0,98113.0,149347.0,935151.0,-0.5709771916702996
2021-05-27,6256731,6205200,47782,0,5898934,357797,47782,0.007700314623168532,0.0,45984.0,444444.0,436193.0,42016.0,0.0,0.0,102296.0,42016.0,45984.0,444444.0,538489.0,-0.614816752655115
2021-05-28,5132509,5132480,0,0,5082980,49529,0,0.0,145684.0,98630.0,98113.0,338080.0,0.0,0.0,0.0,102296.0,145684.0,98630.0,98113.0,440376.0,-0.8080472779252406
2021-05-30,57468,57468,0,0,57468,0,0,0.0,0.0,0.0,45984.0,292096.0,60280.0,42016.0,0.0,102296.0,60280.0,42016.0,45984.0,394392.0,-0.7759909153291052
2021-05-31,53130,53130,0,0,53130,0,0,0.0,47782.0,145684.0,98630.0,193466.0,0.0,0.0,0.0,102296.0,47782.0,145684.0,98630.0,295762.0,-0.728595192508703
2021-06-01,4180071,3943342,101464,0,3899089,280982,101464,0.025730452562711385,0.0,0.0,0.0,294930.0,0.0,60280.0,42016.0,60280.0,0.0,60280.0,42016.0,355210.0,-0.2049259487792099
2021-06-02,5692159,5494439,148854,48840,5352019,340140,197694,0.03598073689038373,0.0,47782.0,145684.0,298100.0,0.0,0.0,0.0,109120.0,0.0,47782.0,145684.0,407220.0,0.2716594325918601
2021-06-03,7215870,7054091,98208,55440,7000191,215679,153648,0.021781400072468576,0.0,0.0,0.0,396308.0,0.0,0.0,60280.0,104280.0,0.0,0.0,60280.0,500588.0,0.018340540733915032
2021-06-04,7022061,6865837,156224,0,6710906,311155,156224,0.022753813882587966,101464.0,0.0,47782.0,504750.0,0.0,0.0,0.0,104280.0,101464.0,0.0,47782.0,609030.0,0.03874946057198902
2021-06-05,1529814,1529814,0,0,1529814,0,0,0.0,148854.0,0.0,0.0,504750.0,48840.0,0.0,0.0,104280.0,197694.0,0.0,0.0,609030.0,-0.7640059625415575
2021-06-07,3390510,3083081,299370,0,2992870,397640,299370,0.09710088800751975,98208.0,101464.0,0.0,804120.0,55440.0,0.0,0.0,104280.0,153648.0,101464.0,0.0,908400.0,0.789362414451541
2021-06-08,4420416,4019228,339878,0,3881816,538600,339878,0.08456298459231858,156224.0,148854.0,0.0,1143998.0,0.0,48840.0,0.0,104280.0,156224.0,197694.0,0.0,1248278.0,0.9602938809169714
2021-06-09,7242995,7193715,49280,0,6928504,314491,49280,0.006850423341705455,0.0,98208.0,101464.0,1091814.0,0.0,55440.0,0.0,104280.0,0.0,153648.0,101464.0,1196094.0,-0.5411517443144691
2021-06-10,10044939,9946731,98208,0,9665818,379121,98208,0.009873393592991145,299370.0,156224.0,148854.0,1041168.0,0.0,0.0,48840.0,55440.0,299370.0,156224.0,197694.0,1096608.0,-0.22530321275445886
2021-06-11,9488405,9418157,0,55440,9297080,191325,55440,0.005886501373198454,339878.0,0.0,98208.0,942960.0,0.0,0.0,55440.0,55440.0,339878.0,0.0,153648.0,998400.0,-0.45890782243999456
2021-06-12,145094,145094,0,0,145094,0,0,0.0,49280.0,299370.0,156224.0,786736.0,0.0,0.0,0.0,55440.0,49280.0,299370.0,156224.0,842176.0,-0.7475852240379646
2021-06-14,3797341,3582601,198460,0,3491719,305622,198460,0.055395491879924146,98208.0,339878.0,0.0,985196.0,0.0,0.0,0.0,55440.0,98208.0,339878.0,0.0,1040636.0,0.3480832959339161
2021-06-15,4528610,4039143,443267,0,3929361,599249,443267,0.10974280689175726,0.0,49280.0,299370.0,1129093.0,55440.0,0.0,0.0,55440.0,55440.0,49280.0,299370.0,1184533.0,1.5802425759744412
